"Short name",,"4G_ECGI","MV_RRC Setup Success Rate [CDBH]","ERAB Setup Success Rate [CDBH]","MV_PS Drop Call Rate % [CDBH]","MV_UL User Throughput_Kbps [CDBH]","MV_DL User Throughput_Kbps [CDBH]","MV_E-UTRAN Average CQI [CDBH]","MV_PS handover success rate [LTE Intra System] [CDBH]","MV_PS handover success rate [LTE Inter System] [CDBH]","MV_CSFB Redirection Success Rate [CDBH]","Paging record discarded At eNodeB [CDBH]","MV_Average number of used DL PRBs [CDBH]","MV_VoLTE ERAB Setup Success Rate [CBBH]","MV_VoLTE DCR [CBBH]","MV_VoLTE Packet Loss DL [CBBH]","MV_VoLTE Packet Loss UL [CBBH]","VoLTE SRVCC SR [CBBH]","MV_PUSCH SINR [CBBH]","MV_VoLTE IntraF HOSR Exec [CBBH]","MV_VoLTE InterF HOSR Exec [CBBH]","MV_VoLTE SRVCC Per Call Rate [CBBH]","UL RSSI","MV_4G Data Volume_GB","MV_VoLTE Traffic","MV_VoLTE SRVCC Per Call Rate_Nom [CBBH]","MV_VoLTE SRVCC Per Call Rate_Denom [CBBH]","MV_Average number of used UL PRBs [CDBH]","TA Sampls > 1.5 Km % [CDBH]","VoLTE Packet Loss DL_Nom [CBBH]","VoLTE Packet Loss UL_Nom [CBBH]","PS handover success rate_NOM [LTE Intra System] [CDBH]","PS handover success rate_DENOM [LTE Intra System] [CDBH]","PS handover success rate_NOM [LTE Inter System] [CDBH]","PS handover success rate_DENOM [LTE Inter System] [CDBH]","VoLTE IntraF HOSR Exec_DENOM [CBBH]","VoLTE IntraF HOSR Exec_NOM [CBBH]","VoLTE InterF HOSR Exec_DENOM [CBBH]","VoLTE InterF HOSR Exec_NOM [CBBH]"
,"3 Mar 23","404-02-915820-23",99.94,99.77,0.23,3349.03,1592.21,9.43,73.74,55.10,100.00,0.00,86.98,100.00,0.27,0.13,0.55,,12.13,82.69,76.47,0.00,-117.30,135.5362,112.73,0.00,339.00,20.75,19.85,,,146.00,198.00,27.00,49.00,52.00,43.00,17.00,13.00
,"4 Mar 23","404-02-915820-23",100.00,99.93,0.09,5686.24,1976.78,9.60,69.18,65.38,100.00,0.00,85.86,100.00,0.00,0.10,0.20,,11.92,73.75,53.85,0.00,-117.46,138.4158,103.85,0.00,269.00,24.67,20.24,,,110.00,159.00,34.00,52.00,80.00,59.00,13.00,7.00
"PB_ZQ_F3_OM_DKLH39A_A","28 Feb 23","404-02-926439-21",100.00,99.98,0.17,2747.74,4023.16,8.48,98.81,99.71,100.00,0.00,63.54,100.00,0.35,0.09,0.21,,11.61,99.78,98.31,0.00,-114.35,51.6719,129.04,0.00,256.00,15.75,0.03,,,914.00,925.00,3385.00,3395.00,464.00,463.00,59.00,58.00
,"1 Mar 23","404-02-926439-21",99.95,99.99,0.11,2370.21,8771.96,8.60,99.38,99.87,100.00,0.00,44.44,94.88,0.00,0.04,0.13,,11.77,100.00,96.97,0.00,-114.13,53.6864,135.24,0.00,223.00,22.48,0.80,,,804.00,809.00,2364.00,2367.00,379.00,379.00,33.00,32.00
,"2 Mar 23","404-02-926439-21",99.98,99.98,0.15,2627.56,5185.08,8.23,99.53,98.85,100.00,0.00,57.78,100.00,0.00,0.07,0.09,,12.53,99.59,100.00,0.00,-114.41,54.3567,134.08,0.00,228.00,13.78,0.30,,,635.00,638.00,3683.00,3726.00,243.00,242.00,27.00,27.00
,"3 Mar 23","404-02-926439-21",99.98,100.00,0.05,4515.84,6762.68,9.02,99.64,98.33,100.00,0.00,56.50,99.50,1.43,0.16,0.21,,10.92,99.66,100.00,0.00,-114.32,58.3942,124.21,0.00,218.00,23.38,0.03,,,1103.00,1107.00,3363.00,3420.00,290.00,289.00,20.00,20.00
,"4 Mar 23","404-02-926439-21",99.97,99.96,0.03,3788.53,6031.91,8.25,99.59,99.38,100.00,0.00,52.27,100.00,0.62,0.07,0.19,,11.54,98.87,100.00,0.00,-114.39,49.6840,124.73,0.00,267.00,14.99,0.05,,,735.00,738.00,3695.00,3718.00,265.00,262.00,48.00,48.00
"PB_ZQ_F3_OM_DKLH39B_B","28 Feb 23","404-02-926439-22",100.00,99.96,0.05,2963.49,3761.91,7.35,99.20,99.48,100.00,0.00,68.46,100.00,0.00,0.08,0.26,,11.08,100.00,97.09,0.00,-116.16,57.2596,142.96,0.00,275.00,21.14,0.00,,,495.00,499.00,2111.00,2122.00,369.00,369.00,103.00,100.00
,"1 Mar 23","404-02-926439-22",99.97,99.97,0.08,3351.98,7105.48,8.00,100.00,99.93,100.00,0.00,60.16,99.40,0.20,0.05,0.31,,11.47,99.77,96.20,0.00,-115.93,73.5237,151.99,0.00,356.00,10.40,0.02,,,370.00,370.00,1382.00,1383.00,426.00,425.00,79.00,76.00
,"2 Mar 23","404-02-926439-22",99.98,99.95,0.04,3094.33,2289.67,6.82,99.34,99.55,0.00,0.00,80.58,100.00,0.26,0.06,0.20,,11.48,99.05,98.35,0.00,-116.03,60.9389,132.56,0.00,313.00,18.06,0.04,,,898.00,904.00,3105.00,3119.00,317.00,314.00,121.00,119.00
,"3 Mar 23","404-02-926439-22",99.97,100.00,0.10,3156.05,4538.28,7.96,99.67,99.49,100.00,0.00,60.16,99.62,0.26,0.05,0.29,,11.04,100.00,95.41,0.00,-116.19,58.9066,142.50,0.00,302.00,15.30,0.02,,,1520.00,1525.00,4280.00,4302.00,418.00,418.00,109.00,104.00
,"4 Mar 23","404-02-926439-22",99.89,99.93,0.13,4004.02,4706.03,7.35,99.69,99.81,100.00,0.00,88.75,100.00,0.70,0.03,0.18,,11.87,100.00,100.00,0.00,-116.23,73.3701,135.47,0.00,335.00,16.48,0.00,,,951.00,954.00,2680.00,2685.00,323.00,323.00,84.00,84.00
"PB_ZQ_F3_OM_DKLH39C_C","28 Feb 23","404-02-926439-23",100.00,99.97,0.03,3984.65,3173.10,8.33,98.33,99.30,100.00,0.00,74.95,100.00,0.00,0.07,0.15,,13.66,99.54,100.00,0.00,-115.04,64.1451,140.76,0.00,192.00,15.48,0.00,,,881.00,896.00,3537.00,3562.00,219.00,218.00,16.00,16.00
,"1 Mar 23","404-02-926439-23",100.00,100.00,0.04,4311.07,5730.69,8.69,99.09,99.21,100.00,0.00,64.23,100.00,0.30,0.13,0.13,,13.15,100.00,100.00,0.00,-114.88,64.6138,136.59,0.00,193.00,16.24,0.00,,,975.00,984.00,3624.00,3653.00,281.00,281.00,8.00,8.00
,"2 Mar 23","404-02-926439-23",100.00,99.87,0.02,4366.83,8752.05,9.39,99.09,98.77,0.00,0.00,64.03,100.00,0.00,0.03,0.14,,13.85,100.00,100.00,0.00,-114.98,60.7905,126.65,0.00,133.00,10.87,0.00,,,546.00,551.00,2416.00,2446.00,212.00,212.00,7.00,7.00
,"3 Mar 23","404-02-926439-23",100.00,99.94,0.01,3460.82,6814.81,8.57,97.63,99.69,0.00,0.00,65.84,100.00,0.00,0.02,0.18,,13.60,100.00,85.71,0.00,-115.07,67.1156,126.19,0.00,225.00,9.70,0.00,,,454.00,465.00,2869.00,2878.00,346.00,346.00,7.00,6.00
,"4 Mar 23","404-02-926439-23",100.00,99.93,0.02,3639.60,5663.86,8.59,98.69,98.55,0.00,0.00,59.16,100.00,0.00,0.04,0.09,,13.82,100.00,100.00,0.00,-115.01,59.9302,110.47,0.00,144.00,10.07,0.00,,,528.00,535.00,3196.00,3243.00,243.00,243.00,6.00,6.00
"PB_ZQ_F3_OM_DKN104A_A","28 Feb 23","404-02-405804-21",99.87,99.85,0.90,6868.06,5842.72,8.41,99.07,92.04,0.00,0.00,55.97,100.00,1.90,0.15,0.62,,3.94,100.00,78.79,0.00,-119.91,57.9927,33.46,0.00,137.00,23.57,38.66,,,106.00,107.00,104.00,113.00,26.00,26.00,33.00,26.00
,"1 Mar 23","404-02-405804-21",99.92,99.21,5.53,2636.01,5674.79,8.80,100.00,97.41,0.00,0.00,65.99,100.00,3.49,0.49,1.68,,3.08,100.00,91.67,0.00,-119.89,60.8742,28.02,0.00,119.00,13.62,34.06,,,88.00,88.00,113.00,116.00,23.00,23.00,36.00,33.00
,"2 Mar 23","404-02-405804-21",99.92,99.71,1.22,2974.52,3830.31,7.65,99.66,89.31,100.00,0.00,76.60,100.00,0.00,0.21,0.39,,4.19,94.44,92.98,0.00,-119.77,58.2901,27.08,0.00,160.00,18.21,36.84,,,585.00,587.00,309.00,346.00,36.00,34.00,57.00,53.00
,"3 Mar 23","404-02-405804-21",100.00,99.89,0.71,3536.25,1848.51,7.52,100.00,95.65,100.00,0.00,89.01,100.00,3.45,0.12,0.50,,4.02,94.87,86.67,0.00,-119.83,52.0109,26.21,0.00,126.00,23.12,37.12,,,222.00,222.00,176.00,184.00,39.00,37.00,30.00,26.00
,"4 Mar 23","404-02-405804-21",99.75,99.51,1.39,3204.25,3738.25,7.87,99.46,95.17,100.00,0.00,76.04,100.00,0.00,0.24,0.63,,6.79,98.28,80.70,0.00,-119.82,61.4488,24.05,0.00,135.00,16.60,36.01,,,369.00,371.00,197.00,207.00,58.00,57.00,57.00,46.00
"PB_ZQ_F3_OM_DKN104B_B","28 Feb 23","404-02-405804-22",99.88,99.92,0.35,3033.52,3692.77,8.98,99.61,99.53,100.00,0.00,85.73,100.00,0.00,0.05,0.16,,6.70,100.00,87.65,0.00,-119.49,123.3571,80.19,0.00,273.00,31.01,48.59,,,514.00,516.00,856.00,860.00,65.00,65.00,81.00,71.00
,"1 Mar 23","404-02-405804-22",99.96,99.84,0.33,3128.35,1977.86,8.92,99.48,99.63,100.00,0.00,94.08,100.00,1.54,0.03,0.10,,8.19,98.68,100.00,0.00,-119.52,125.9892,82.08,0.00,279.00,36.71,37.32,,,571.00,574.00,816.00,819.00,76.00,75.00,29.00,29.00
,"2 Mar 23","404-02-405804-22",99.94,99.73,0.53,3048.51,3538.83,9.39,99.84,93.29,100.00,0.00,90.60,100.00,0.87,0.05,0.65,,6.91,100.00,66.18,0.00,-119.30,126.4219,73.34,0.00,274.00,31.15,40.88,,,620.00,621.00,904.00,969.00,84.00,84.00,68.00,45.00
,"3 Mar 23","404-02-405804-22",99.95,99.81,0.50,2857.33,3943.61,9.39,99.66,98.02,100.00,0.00,86.57,100.00,0.00,0.04,0.38,,8.03,100.00,91.78,0.00,-119.28,126.6845,78.23,0.00,528.00,29.15,42.36,,,874.00,877.00,1141.00,1164.00,131.00,131.00,73.00,67.00
,"4 Mar 23","404-02-405804-22",99.79,99.80,0.38,2446.31,1786.82,8.99,99.58,97.48,100.00,0.00,96.98,100.00,2.58,0.04,0.39,,5.66,100.00,77.19,0.00,-119.39,131.7452,88.21,0.00,279.00,35.92,50.47,,,472.00,474.00,969.00,994.00,72.00,72.00,57.00,44.00
"PB_ZQ_F3_OM_DKN104C_C","28 Feb 23","404-02-405804-23",99.67,99.91,0.60,2698.40,7596.66,8.18,98.62,98.84,0.00,0.00,55.61,100.00,0.71,0.18,0.48,,8.44,100.00,100.00,0.00,-119.29,58.0817,29.45,0.00,159.00,11.05,29.06,,,214.00,217.00,171.00,173.00,59.00,59.00,16.00,16.00
,"1 Mar 23","404-02-405804-23",99.70,99.96,0.81,2648.65,7032.72,7.98,99.20,98.97,0.00,0.00,66.70,100.00,0.00,0.09,0.27,,8.44,100.00,88.24,0.00,-119.31,61.0456,30.07,0.00,91.00,14.51,20.74,,,248.00,250.00,192.00,194.00,21.00,21.00,17.00,15.00
,"2 Mar 23","404-02-405804-23",99.92,99.96,0.95,2941.86,7210.49,7.95,99.10,96.87,100.00,0.00,71.11,100.00,0.00,0.15,0.24,,9.45,97.73,82.61,0.00,-119.12,59.7695,31.96,0.00,102.00,28.55,26.64,,,221.00,223.00,340.00,351.00,44.00,43.00,23.00,19.00
,"3 Mar 23","404-02-405804-23",99.72,99.55,0.84,2852.87,10227.31,8.20,99.22,96.23,100.00,0.00,48.99,100.00,0.95,0.17,0.86,,7.97,91.67,90.32,0.00,-118.75,55.4927,27.05,0.00,134.00,14.95,36.74,,,767.00,773.00,408.00,424.00,24.00,22.00,31.00,28.00
,"4 Mar 23","404-02-405804-23",100.00,100.00,0.08,2466.48,7551.44,8.26,99.27,100.00,100.00,0.00,56.23,98.88,1.18,0.06,0.54,,7.84,100.00,78.95,0.00,-118.73,56.6633,27.37,0.00,96.00,10.04,11.54,,,136.00,137.00,94.00,94.00,38.00,38.00,19.00,15.00
"PB_ZQ_F3_OM_LDH965A_A_FDD","28 Feb 23","404-02-910965-21",99.74,99.95,0.15,2905.28,3839.43,9.44,100.00,98.92,100.00,0.00,73.53,100.00,0.00,0.25,1.08,,,97.44,100.00,0.00,-111.38,131.8687,360.94,0.00,462.00,23.00,0.00,,,87.00,87.00,2196.00,2220.00,78.00,76.00,4.00,4.00
,"1 Mar 23","404-02-910965-21",99.94,100.00,0.12,2398.96,903.58,8.54,100.00,99.02,100.00,0.00,94.37,100.00,0.00,0.23,1.64,,,98.25,,0.00,-111.54,131.0501,386.18,0.00,426.00,27.53,0.13,,,61.00,61.00,1720.00,1737.00,57.00,56.00,0.00,0.00
,"2 Mar 23","404-02-910965-21",99.94,100.00,0.08,2515.95,1205.16,8.95,100.00,98.29,100.00,0.00,95.13,99.72,0.00,0.20,0.98,,,100.00,,0.00,-111.52,128.7734,375.28,0.00,393.00,30.34,0.00,,,80.00,80.00,1319.00,1342.00,43.00,43.00,0.00,0.00
,"3 Mar 23","404-02-910965-21",99.85,99.92,0.14,2846.94,3470.02,9.19,99.02,99.43,100.00,0.00,90.74,100.00,0.00,0.17,1.40,,,96.43,100.00,0.00,-111.57,133.0457,375.43,0.00,353.00,26.96,0.03,,,101.00,102.00,2106.00,2118.00,28.00,27.00,2.00,2.00
,"4 Mar 23","404-02-910965-21",99.89,99.96,0.08,3184.95,2737.08,9.21,100.00,99.55,0.00,0.00,80.81,100.00,0.00,0.47,1.25,,,97.92,100.00,0.00,-111.75,133.3047,399.42,0.00,495.00,26.64,0.02,,,115.00,115.00,1988.00,1997.00,48.00,47.00,4.00,4.00
"PB_ZQ_F3_OM_LDH965B_B_FDD","28 Feb 23","404-02-910965-22",99.97,99.96,0.25,3829.47,3109.41,7.87,99.65,93.73,100.00,0.00,72.10,100.00,0.00,1.09,0.27,,,100.00,,0.00,-114.57,59.0391,193.45,0.00,289.00,18.03,0.00,,,285.00,286.00,2840.00,3030.00,36.00,36.00,0.00,0.00
,"1 Mar 23","404-02-910965-22",99.95,100.00,0.06,3133.17,2104.12,7.74,100.00,93.94,100.00,0.00,80.42,100.00,0.09,1.24,0.40,,,100.00,,0.00,-114.40,62.5135,198.83,0.00,302.00,18.36,0.02,,,240.00,240.00,3103.00,3303.00,70.00,70.00,0.00,0.00
,"2 Mar 23","404-02-910965-22",100.00,99.93,0.07,2947.97,3123.91,7.30,99.64,94.08,100.00,0.00,77.58,99.53,0.00,1.13,0.30,,,100.00,,0.00,-114.49,58.7577,202.75,0.00,229.00,16.61,0.01,,,276.00,277.00,3689.00,3921.00,42.00,42.00,0.00,0.00
,"3 Mar 23","404-02-910965-22",99.80,99.89,0.13,4490.08,3452.98,6.83,93.86,91.34,100.00,0.00,76.79,100.00,0.00,0.80,0.30,,,100.00,85.71,0.00,-114.62,63.7916,200.58,0.00,306.00,15.16,0.03,,,107.00,114.00,1298.00,1421.00,59.00,59.00,7.00,6.00
,"4 Mar 23","404-02-910965-22",99.97,99.97,0.08,2812.11,4112.31,7.90,99.23,93.90,100.00,0.00,70.83,100.00,0.00,0.81,0.24,,,100.00,,0.00,-114.67,57.5410,179.09,0.00,219.00,18.50,0.00,,,129.00,130.00,2894.00,3082.00,45.00,45.00,0.00,0.00
"PB_ZQ_F3_OM_PLKS01A_A_FDD","28 Feb 23","404-02-922801-21",99.56,99.60,0.42,1873.11,1934.46,8.81,97.80,97.35,100.00,0.00,82.45,100.00,0.55,0.09,0.39,,,99.12,98.31,0.00,-114.38,64.0864,292.28,0.00,329.00,25.88,46.89,,,2138.00,2186.00,4070.00,4181.00,907.00,899.00,118.00,116.00
,"1 Mar 23","404-02-922801-21",99.96,99.94,0.22,1727.01,2393.69,7.92,99.18,98.90,0.00,0.00,83.87,99.58,0.00,0.07,0.34,,,99.49,97.92,0.00,-114.41,68.2639,276.39,0.00,309.00,28.93,20.54,,,1209.00,1219.00,2614.00,2643.00,784.00,780.00,96.00,94.00
,"2 Mar 23","404-02-922801-21",99.74,99.86,0.28,1798.85,2626.40,8.28,97.89,97.38,100.00,0.00,82.96,99.35,0.11,0.20,0.44,,,98.91,93.07,0.00,-114.38,68.5969,290.90,0.00,405.00,31.62,18.58,,,1296.00,1324.00,2941.00,3020.00,829.00,820.00,101.00,94.00
,"3 Mar 23","404-02-922801-21",99.85,99.85,0.49,1710.53,1689.94,7.89,97.19,97.55,100.00,0.00,87.73,99.56,0.12,0.18,0.43,,,99.65,97.53,0.00,-114.39,69.1657,259.33,0.00,295.00,30.25,21.87,,,1072.00,1103.00,2863.00,2935.00,860.00,857.00,81.00,79.00
,"4 Mar 23","404-02-922801-21",99.97,99.89,0.02,3667.06,14379.05,9.23,99.65,97.19,0.00,0.00,37.63,99.46,0.45,0.14,0.55,,,99.59,94.94,0.00,-114.67,61.9603,197.35,0.00,252.00,35.89,14.60,,,576.00,578.00,1865.00,1919.00,740.00,737.00,79.00,75.00
"PB_ZQ_F3_OM_PLKS01B_B_FDD","28 Feb 23","404-02-922801-22",99.38,99.83,0.24,2954.52,5540.01,8.75,98.43,99.83,100.00,0.00,53.44,100.00,0.22,0.07,0.30,,,98.97,100.00,0.00,-116.04,30.4265,150.33,0.00,297.00,17.40,13.83,,,1063.00,1080.00,4760.00,4768.00,390.00,386.00,34.00,34.00
,"1 Mar 23","404-02-922801-22",99.62,99.92,0.11,2687.47,6713.33,9.19,99.59,99.78,100.00,0.00,39.51,99.21,0.45,0.10,0.27,,,98.97,100.00,0.00,-115.93,25.2374,149.65,0.00,273.00,14.75,11.38,,,965.00,969.00,4588.00,4598.00,390.00,386.00,32.00,32.00
,"2 Mar 23","404-02-922801-22",99.77,99.93,0.21,2439.60,5070.70,9.17,98.83,99.59,100.00,0.00,45.78,99.62,0.00,0.08,0.29,,,99.46,100.00,0.00,-116.01,29.6207,146.42,0.00,295.00,16.11,15.63,,,930.00,941.00,4405.00,4423.00,372.00,370.00,59.00,59.00
,"3 Mar 23","404-02-922801-22",99.75,99.85,0.21,2408.15,5032.50,8.82,99.05,99.80,100.00,0.00,51.27,100.00,0.19,0.07,0.30,,,99.78,100.00,0.00,-116.05,30.6796,155.24,0.00,329.00,17.83,11.49,,,1040.00,1050.00,4910.00,4920.00,461.00,460.00,44.00,44.00
,"4 Mar 23","404-02-922801-22",99.71,99.87,0.40,2438.73,6430.75,8.88,99.17,99.69,100.00,0.00,48.42,100.00,0.22,0.06,0.21,,,99.30,96.00,0.00,-116.32,31.3133,132.64,0.00,291.00,17.37,13.22,,,954.00,962.00,4438.00,4452.00,426.00,423.00,25.00,24.00
"PB_ZQ_F3_OM_PLKS01C_C_FDD","28 Feb 23","404-02-922801-23",99.60,99.81,0.34,2744.18,5140.73,8.18,98.46,99.42,100.00,0.00,51.34,98.12,0.00,0.19,0.66,,,99.85,98.72,0.00,-117.20,31.1154,111.27,0.00,245.00,15.14,26.76,,,893.00,907.00,2233.00,2246.00,672.00,671.00,78.00,77.00
,"1 Mar 23","404-02-922801-23",99.54,99.71,0.47,1975.30,2717.74,7.69,92.53,95.76,100.00,0.00,69.03,100.00,0.41,0.17,0.23,,,99.23,98.48,0.00,-116.96,37.6031,105.90,0.00,231.00,20.48,58.40,,,2700.00,2918.00,4717.00,4926.00,388.00,385.00,66.00,65.00
,"2 Mar 23","404-02-922801-23",99.66,99.61,0.23,2411.56,5462.52,8.42,98.14,94.37,100.00,0.00,50.30,100.00,0.38,0.24,0.62,,,99.39,96.67,0.00,-117.09,30.6862,109.39,0.00,197.00,14.15,29.33,,,1532.00,1561.00,3785.00,4011.00,492.00,489.00,60.00,58.00
,"3 Mar 23","404-02-922801-23",99.51,99.83,0.21,2594.15,5224.21,8.37,98.85,98.19,100.00,0.00,53.35,100.00,0.00,0.12,0.36,,,98.23,98.85,0.00,-117.11,31.2359,116.48,0.00,223.00,14.70,27.20,,,946.00,957.00,2767.00,2818.00,453.00,445.00,87.00,86.00
,"4 Mar 23","404-02-922801-23",99.31,99.81,0.45,1823.05,5013.16,8.30,98.92,98.91,100.00,0.00,53.17,99.02,0.00,0.13,0.37,,,98.79,96.92,0.00,-117.30,30.1035,99.33,0.00,221.00,10.94,28.88,,,912.00,922.00,2259.00,2284.00,497.00,491.00,65.00,63.00
"PB_ZQ_F3_OM_PNJ110A_A_FDD","28 Feb 23","404-02-924710-21",99.78,100.00,0.18,3261.25,3705.03,6.15,100.00,97.67,0.00,0.00,71.46,100.00,0.00,0.30,0.21,,,100.00,100.00,0.00,-118.69,45.1818,33.88,0.00,54.00,11.55,42.85,,,39.00,39.00,42.00,43.00,2.00,2.00,2.00,2.00
,"1 Mar 23","404-02-924710-21",99.82,99.90,0.23,4451.91,3809.32,6.75,100.00,98.41,0.00,0.00,74.29,100.00,2.47,0.36,0.20,,,100.00,100.00,0.00,-118.83,45.5709,36.64,0.00,83.00,12.93,35.61,,,24.00,24.00,62.00,63.00,14.00,14.00,6.00,6.00
,"2 Mar 23","404-02-924710-21",99.90,100.00,0.22,2484.70,3032.34,6.51,100.00,97.26,0.00,0.00,79.99,100.00,0.00,0.18,0.30,,,100.00,88.89,0.00,-118.72,40.4750,36.66,0.00,74.00,14.10,36.24,,,14.00,14.00,71.00,73.00,5.00,5.00,9.00,8.00
,"3 Mar 23","404-02-924710-21",99.88,100.00,0.42,2855.15,2665.37,7.20,100.00,100.00,0.00,0.00,80.18,100.00,0.00,0.33,0.70,,,95.24,100.00,0.00,-118.55,42.9093,42.44,0.00,138.00,23.91,38.35,,,62.00,62.00,57.00,57.00,21.00,20.00,10.00,10.00
,"4 Mar 23","404-02-924710-21",100.00,99.79,0.96,1932.78,3184.99,7.05,96.97,98.04,100.00,0.00,75.85,100.00,0.00,0.60,0.64,,,100.00,100.00,0.00,-118.71,44.1176,36.80,0.00,114.00,18.61,44.05,,,32.00,33.00,50.00,51.00,4.00,4.00,7.00,7.00
"PB_ZQ_F3_OM_PNJ110B_B_FDD","28 Feb 23","404-02-924710-22",100.00,99.89,0.20,3154.76,2125.54,8.53,100.00,100.00,100.00,0.00,89.37,99.24,0.00,0.28,0.11,,,100.00,,0.00,-118.71,70.5288,50.29,0.00,135.00,18.05,27.50,,,29.00,29.00,25.00,25.00,2.00,2.00,0.00,0.00
,"1 Mar 23","404-02-924710-22",99.84,99.96,0.76,2832.74,3611.36,8.65,100.00,100.00,100.00,0.00,81.20,100.00,0.00,0.19,0.37,,,100.00,100.00,0.00,-118.69,61.2023,38.93,0.00,129.00,13.21,32.46,,,16.00,16.00,28.00,28.00,6.00,6.00,6.00,6.00
,"2 Mar 23","404-02-924710-22",99.87,99.96,0.37,6820.24,10697.17,9.61,95.45,86.49,100.00,0.00,61.46,100.00,0.00,0.14,0.14,,,100.00,100.00,0.00,-118.59,65.9240,38.99,0.00,114.00,20.31,39.81,,,42.00,44.00,32.00,37.00,2.00,2.00,2.00,2.00
,"3 Mar 23","404-02-924710-22",100.00,99.88,0.09,3643.27,1424.56,8.62,100.00,94.74,0.00,0.00,90.65,100.00,0.00,0.16,0.17,,,100.00,100.00,0.00,-118.73,69.9691,54.79,0.00,242.00,15.70,20.56,,,64.00,64.00,18.00,19.00,20.00,20.00,2.00,2.00
,"4 Mar 23","404-02-924710-22",100.00,99.88,0.22,2973.21,7730.18,9.78,100.00,100.00,100.00,0.00,61.69,100.00,0.00,0.11,0.10,,,100.00,,0.00,-118.87,72.0135,47.79,0.00,149.00,11.85,32.14,,,13.00,13.00,15.00,15.00,14.00,14.00,0.00,0.00
"PB_ZQ_F3_OM_PNJ110C_C_FDD","28 Feb 23","404-02-924710-23",99.72,99.76,0.18,2691.71,1303.51,6.89,100.00,100.00,0.00,0.00,92.66,100.00,0.00,0.40,0.42,,,100.00,100.00,0.00,-119.05,61.6784,48.38,0.00,101.00,21.62,40.28,,,7.00,7.00,84.00,84.00,2.00,2.00,3.00,3.00
,"1 Mar 23","404-02-924710-23",100.00,99.87,0.52,2484.18,1805.70,7.10,100.00,97.26,0.00,0.00,91.58,100.00,0.00,0.49,0.41,,,100.00,100.00,0.00,-119.07,67.0645,49.22,0.00,123.00,19.74,38.74,,,5.00,5.00,71.00,73.00,1.00,1.00,10.00,10.00
,"2 Mar 23","404-02-924710-23",99.71,99.88,0.16,2394.01,2619.24,7.80,66.67,96.97,100.00,0.00,78.25,100.00,0.00,0.51,0.43,,,100.00,100.00,0.00,-119.11,59.1902,47.85,0.00,88.00,19.30,39.95,,,2.00,3.00,64.00,66.00,1.00,1.00,5.00,5.00
,"3 Mar 23","404-02-924710-23",100.00,99.89,0.09,2601.29,2307.75,8.02,100.00,100.00,0.00,0.00,81.92,100.00,0.00,0.45,0.46,,,75.00,100.00,0.00,-119.09,70.3483,52.04,0.00,131.00,27.27,47.21,,,4.00,4.00,88.00,88.00,4.00,3.00,8.00,8.00
,"4 Mar 23","404-02-924710-23",100.00,100.00,0.33,2055.20,2727.52,7.51,100.00,100.00,0.00,0.00,84.31,100.00,0.00,0.40,0.45,,,100.00,100.00,0.00,-119.12,75.7046,52.25,0.00,150.00,14.83,48.80,,,2.00,2.00,57.00,57.00,3.00,3.00,17.00,17.00
"PB_ZQ_F3_OM_RUR215A_A_FDD","28 Feb 23","404-02-912815-21",99.68,99.77,1.47,2882.08,3112.00,7.18,99.35,96.52,0.00,0.00,82.01,100.00,2.00,0.06,0.58,,,100.00,100.00,0.00,-117.84,60.1372,42.51,0.00,117.00,13.92,72.61,,,153.00,154.00,471.00,488.00,19.00,19.00,20.00,20.00
,"1 Mar 23","404-02-912815-21",100.00,100.00,0.21,3667.31,2386.62,7.85,100.00,99.22,100.00,0.00,75.97,100.00,0.00,0.03,0.33,,,100.00,100.00,0.00,-118.12,55.6582,36.56,0.00,105.00,20.67,72.11,,,218.00,218.00,382.00,385.00,8.00,8.00,34.00,34.00
,"2 Mar 23","404-02-912815-21",99.95,99.94,0.50,2975.93,3133.77,8.07,99.68,99.82,100.00,0.00,74.73,100.00,1.18,0.02,0.12,,,100.00,100.00,0.00,-118.92,63.4123,38.70,0.00,114.00,19.26,72.94,,,307.00,308.00,560.00,561.00,32.00,32.00,38.00,38.00
,"3 Mar 23","404-02-912815-21",100.00,100.00,0.17,2090.27,4646.36,7.85,99.62,99.76,100.00,0.00,73.28,97.60,4.88,0.07,0.13,,,90.91,100.00,0.00,-118.79,61.6716,34.04,0.00,125.00,17.21,80.53,,,259.00,260.00,420.00,421.00,11.00,10.00,45.00,45.00
,"4 Mar 23","404-02-912815-21",99.92,99.96,0.17,2447.02,5764.69,8.01,99.01,99.39,0.00,0.00,68.89,100.00,1.22,0.02,0.17,,,100.00,95.65,0.00,-118.87,65.3809,42.28,0.00,97.00,12.82,81.09,,,201.00,203.00,326.00,328.00,8.00,8.00,23.00,22.00
"PB_ZQ_F3_OM_RUR215B_B_FDD","28 Feb 23","404-02-912815-22",99.71,99.94,0.20,2347.48,3473.91,8.39,99.30,98.93,100.00,0.00,84.38,100.00,1.09,0.05,0.33,,,97.66,98.33,0.00,-117.92,90.0231,62.87,0.00,196.00,25.11,60.32,,,853.00,859.00,1483.00,1499.00,128.00,125.00,60.00,59.00
,"1 Mar 23","404-02-912815-22",99.92,100.00,0.11,2086.07,2659.65,7.88,99.60,98.79,100.00,0.00,79.15,100.00,0.00,0.03,0.18,,,99.54,100.00,0.00,-118.04,86.6763,63.81,0.00,189.00,25.63,69.53,,,500.00,502.00,1139.00,1153.00,218.00,217.00,64.00,64.00
