Short name,,4G_ECGI,MV_RRC Setup Success Rate [CDBH],ERAB Setup Success Rate [CDBH],MV_PS Drop Call Rate % [CDBH],MV_UL User Throughput_Kbps [CDBH],MV_DL User Throughput_Kbps [CDBH],MV_E-UTRAN Average CQI [CDBH],MV_PS handover success rate [LTE Intra System] [CDBH],MV_PS handover success rate [LTE Inter System] [CDBH],MV_CSFB Redirection Success Rate [CDBH],Paging record discarded At eNodeB [CDBH],MV_Average number of used DL PRBs [CDBH],MV_VoLTE ERAB Setup Success Rate [CBBH],MV_VoLTE DCR [CBBH],MV_VoLTE Packet Loss DL [CBBH],MV_VoLTE Packet Loss UL [CBBH],VoLTE SRVCC SR [CBBH],MV_PUSCH SINR [CBBH],MV_VoLTE IntraF HOSR Exec [CBBH],MV_VoLTE InterF HOSR Exec [CBBH],MV_VoLTE SRVCC Per Call Rate [CBBH],UL RSSI,MV_4G Data Volume_GB,MV_VoLTE Traffic,MV_VoLTE SRVCC Per Call Rate_Nom [CBBH],MV_VoLTE SRVCC Per Call Rate_Denom [CBBH],MV_Average number of used UL PRBs [CDBH],TA Sampls > 1.5 Km % [CDBH],VoLTE Packet Loss DL_Nom [CBBH],VoLTE Packet Loss UL_Nom [CBBH],PS handover success rate_NOM [LTE Intra System] [CDBH],PS handover success rate_DENOM [LTE Intra System] [CDBH],PS handover success rate_NOM [LTE Inter System] [CDBH],PS handover success rate_DENOM [LTE Inter System] [CDBH],VoLTE IntraF HOSR Exec_DENOM [CBBH],VoLTE IntraF HOSR Exec_NOM [CBBH],VoLTE InterF HOSR Exec_DENOM [CBBH],VoLTE InterF HOSR Exec_NOM [CBBH]
,11-Feb-23,404-02-816091-41,99.59,100,0.07,497.56,7731.46,8.06,99.85,100,0,0,46.45,100,0,0.21,0.15,,,100,100,0,-112.91,38.63,13.73,0,76,38,1.47,,,1949,1952,7,7,118,118,1,1
,12-Feb-23,404-02-816091-41,100,99.87,0,921.23,8423.98,8.94,100,80,100,0,42.81,100,0,0.62,0.36,,,98.36,,0,-112.85,35.9645,13.15,0,58,31.42,0.33,,,1250,1250,4,5,61,60,0,0
,13-Feb-23,404-02-816091-41,100,100,0,644.58,8395.44,8.5,99.56,100,0,0,47.05,100,0,0.27,0.13,,,100,100,0,-113.74,40.0702,20.36,0,126,21.26,2.43,,,454,456,5,5,134,134,2,2
PB_E_T1_OM_MOHX91B_B,09-Feb-23,404-02-816091-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10-Feb-23,404-02-816091-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11-Feb-23,404-02-816091-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12-Feb-23,404-02-816091-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13-Feb-23,404-02-816091-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_E_T1_OM_MOHX91B_B,09-Feb-23,404-02-816091-42,100,99.68,0.06,484.96,4206.49,7.16,98.47,94.59,0,0,19.85,100,0,0.03,1,,,100,100,0,-99.46,8.4728,5.71,0,35,21.98,1.93,,,1032,1048,35,37,46,46,1,1
,10-Feb-23,404-02-816091-42,100,100,0,857.55,14140.96,7.73,98.73,91.67,0,0,25.47,100,0,0.03,0.12,,,100,100,0,-111.3,14.066,6.53,0,17,10.92,0.19,,,234,237,22,24,26,26,1,1
,11-Feb-23,404-02-816091-42,99.77,100,0.16,802.78,10529.24,7.11,99.13,92.86,0,0,19.36,100,0,0.03,0.56,,,100,,0,-106.64,10.5143,7.25,0,17,14.01,1.62,,,797,804,26,28,29,29,0,0
,12-Feb-23,404-02-816091-42,99.51,100,0,575.33,19930.39,8.52,98.75,100,0,0,9.37,100,0,0.02,0.04,,,100,,0,-105.54,7.0218,2.98,0,18,14.93,2.46,,,237,240,9,9,22,22,0,0
,13-Feb-23,404-02-816091-42,99.81,100,0,660.48,13323.03,6.69,98.84,96.15,100,0,24.96,100,0,0.07,0.17,,,100,,0,-106.57,11.2352,6.28,0,27,12.42,1.9,,,683,691,25,26,86,86,0,0
PB_E_T1_OM_MOHX91C_C,09-Feb-23,404-02-816091-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10-Feb-23,404-02-816091-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11-Feb-23,404-02-816091-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12-Feb-23,404-02-816091-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13-Feb-23,404-02-816091-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_E_T1_OM_MOHX91C_C,09-Feb-23,404-02-816091-43,99.92,99.98,0.05,752.24,3521.11,9.77,99.17,91.58,100,0,78.36,100,0,0.18,0.39,,,100,66.67,0,-106.89,76.6982,71.58,0,581,88.43,1.84,,,4520,4558,87,95,323,323,6,4
,10-Feb-23,404-02-816091-43,99.84,99.94,0.03,753.89,2024.99,9.64,99.03,87.42,100,0,91.44,100,0,0.1,0.1,,,100,100,0,-113.96,108.2401,73.43,0,483,77.53,2.26,,,4926,4974,132,151,245,245,6,6
,11-Feb-23,404-02-816091-43,99.85,99.97,0.04,855.01,3520.11,9.8,99.21,93.97,100,0,78.17,100,0.34,0.12,0.19,,,100,100,0,-112.62,96.6685,66.85,0,428,68.12,1.9,,,3909,3940,187,199,220,220,6,6
,12-Feb-23,404-02-816091-43,99.98,99.93,0.03,1082.99,3535.3,9.99,99.48,94.44,100,0,82.76,100,0.42,0.12,0.1,,,100,,0,-112.33,92.4033,48.07,0,326,65.9,2.08,,,3055,3071,102,108,149,149,0,0
,13-Feb-23,404-02-816091-43,99.97,99.94,0.03,749.5,2953.61,9.76,99.45,96.27,100,0,93.54,99.82,0.25,0.21,0.25,,,98.99,100,0,-112.8,98.0843,77.66,0,563,77.52,1.07,,,4197,4220,258,268,298,295,6,6
PB_E_T1_OM_MUST41A_A,09-Feb-23,404-02-803041-41,99.61,99.97,0,420.64,5624.05,10.38,98.12,,100,0,79.1,100,0.6,0.04,1.16,,,96.43,,0,-113.72,127.3036,78.42,0,198,90.17,35.52,,,313,319,0,0,28,27,0,0
,10-Feb-23,404-02-803041-41,99.95,99.9,0.07,463.81,5936.39,10.05,93.85,,100,0,80.48,100,0,0.03,0.95,,,94.74,,0,-114.69,134.4434,75.55,0,174,89.5,33.78,,,397,423,0,0,19,18,0,0
,11-Feb-23,404-02-803041-41,99.98,99.41,0.02,446.78,7887.03,10.57,99.07,,100,0,76.08,100,0.48,0.05,0.86,,,93.33,,0,-115.07,129.8811,73.89,0,240,82.64,36.05,,,212,214,0,0,30,28,0,0
,12-Feb-23,404-02-803041-41,99.75,99.89,0.03,535.87,6925.75,10.15,97.77,,100,0,75.94,100,0,0.15,0.73,,,97.73,,0,-115.03,140.374,71.15,0,322,87.49,46.11,,,1619,1656,0,0,44,43,0,0
,13-Feb-23,404-02-803041-41,99.8,99.95,0.05,537.04,10034.74,10.39,97.47,,100,0,78.45,100,0.63,0.02,0.75,,,100,,0,-114.94,137.3562,77.7,0,191,84.97,47.34,,,1157,1187,0,0,21,21,0,0
PB_E_T1_OM_MUST41C_C,09-Feb-23,404-02-803041-43,99.77,99.92,0,835.8,40564.25,13.21,91.14,,100,0,55.53,100,0,0,0.03,,,85.71,,0,-113.59,157.5811,72.59,0,225,62.09,2.04,,,72,79,0,0,7,6,0,0
,10-Feb-23,404-02-803041-43,99.76,99.96,0,765.96,15088.05,12.87,93.97,,100,0,73.27,100,0,0.01,0.02,,,80,,0,-119.24,127.3378,74.35,0,151,82.42,3.3,,,109,116,0,0,5,4,0,0
,11-Feb-23,404-02-803041-43,99.9,100,0,1190.65,20238.18,12.94,89.76,,100,0,57.66,100,0,0.01,0.01,,,100,,0,-118.25,132.0575,66.12,0,191,64.48,1.17,,,114,127,0,0,4,4,0,0
,12-Feb-23,404-02-803041-43,99.79,99.97,0.04,769.25,16134.45,13.04,90.72,,0,0,67.53,100,0,0.01,0.06,,,71.43,,0,-118.21,141.9024,67.91,0,196,84.34,1.76,,,88,97,0,0,7,5,0,0
,13-Feb-23,404-02-803041-43,99.62,100,0,1043.65,14240.96,12.68,94.64,,0,0,71.62,100,1.01,0,0.01,,,75,,0,-118.94,132.4892,85.88,0,102,79.28,1.58,,,106,112,0,0,4,3,0,0
PB_E_T1_OM_ZRPR27A_A,09-Feb-23,404-02-10271-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10-Feb-23,404-02-10271-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11-Feb-23,404-02-10271-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12-Feb-23,404-02-10271-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13-Feb-23,404-02-10271-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_E_T1_OM_ZRPR27A_A,09-Feb-23,404-02-10271-41,99.88,100,0.04,1517.06,21306.83,10.49,99.07,,0,0,27.78,100,1.14,0.1,0.14,,,100,,0,-113.2,47.9024,33.3,0,207,32.62,0,,,742,749,0,0,61,61,0,0
,10-Feb-23,404-02-10271-41,99.91,100,0.1,1255.22,13746.54,9.91,99.07,,100,0,44.31,100,1.74,0.04,0.02,,,100,,0,-116.4,47.1885,36.73,0,202,32.1,0,,,850,858,0,0,82,82,0,0
,11-Feb-23,404-02-10271-41,100,100,0.05,1292.02,13584.37,9.75,99.07,,100,0,37.01,100,0,0.2,0.05,,,100,,0,-115.4,49.0543,34.57,0,194,33.56,0,,,745,752,0,0,41,41,0,0
,12-Feb-23,404-02-10271-41,99.89,99.82,0.04,1176.56,11652.55,9.44,99.21,,0,0,34.66,100,0.69,0.08,0.09,,,97.5,,0,-115.1,41.3334,29.72,0,162,43.84,0,,,627,632,0,0,40,39,0,0
,13-Feb-23,404-02-10271-41,100,100,0.04,1138.12,14893.4,9.84,99.08,,0,0,44.09,100,0,0.16,0.04,,,97.06,,0,-115.94,39.1499,39.19,0,161,27.47,0,,,537,542,0,0,34,33,0,0
PB_E_T1_OM_ZRPR27B_B,09-Feb-23,404-02-10271-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10-Feb-23,404-02-10271-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11-Feb-23,404-02-10271-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12-Feb-23,404-02-10271-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13-Feb-23,404-02-10271-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_E_T1_OM_ZRPR27B_B,09-Feb-23,404-02-10271-42,99.78,100,0.03,1312.59,13422.47,10.56,100,,100,0,39.48,100,0.98,0.05,0.19,,,100,,0,-112.47,62.4018,72.67,0,305,54.59,0,,,1222,1222,0,0,375,375,0,0
,10-Feb-23,404-02-10271-42,99.96,100,0.01,864.18,12617.71,10.05,99.88,,100,0,43.31,100,0,0.02,0.1,,,100,,0,-116.1,57.6322,74.66,0,289,35.25,0,,,1627,1629,0,0,475,475,0,0
,11-Feb-23,404-02-10271-42,99.93,99.96,0.02,1792.09,9200.71,10.67,99.6,,100,0,52.22,100,0.52,0.11,0.15,,,100,,0,-115.31,66.6615,67.09,0,242,41.72,0,,,1252,1257,0,0,208,208,0,0
,12-Feb-23,404-02-10271-42,99.92,100,0,850.74,7696.6,10.38,99.64,,0,0,70.19,100,0,0.04,0.24,,,100,,0,-114.94,66.9806,53.61,0,229,45.41,0,,,1096,1100,0,0,213,213,0,0
,13-Feb-23,404-02-10271-42,99.85,100,0.04,915.76,8003.96,9.8,99.73,,100,0,64.77,100,0,0.13,0.37,,,99.52,,0,-116.11,61.6342,62.94,0,202,44.27,0,,,1474,1478,0,0,208,207,0,0
PB_E_T1_OM_ZRPR27C_C,09-Feb-23,404-02-10271-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10-Feb-23,404-02-10271-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11-Feb-23,404-02-10271-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12-Feb-23,404-02-10271-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13-Feb-23,404-02-10271-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_E_T1_OM_ZRPR27C_C,09-Feb-23,404-02-10271-43,99.85,100,0.04,938.82,2458.12,8.49,99.81,,0,0,84.84,100,0.8,0.17,0.46,,,99.77,,0,-111.62,69.1921,123.93,0,823,50.45,0,,,1570,1573,0,0,876,874,0,0
,10-Feb-23,404-02-10271-43,99.89,99.94,0.04,670.72,2244.9,8.83,99.82,,100,0,89.46,100,0.83,0.06,0.1,,,99.88,,0,-115.25,68.3443,140.53,0,629,65.17,0.02,,,4474,4482,0,0,838,837,0,0
,11-Feb-23,404-02-10271-43,99.94,99.96,0.06,823.5,1555.9,8.22,99.66,,100,0,91.45,100,1.15,0.1,0.17,,,99.61,,0,-114.08,64.358,102.36,0,431,61.95,0.01,,,3770,3783,0,0,508,506,0,0
,12-Feb-23,404-02-10271-43,99.81,99.95,0.03,863.34,3106.29,8.52,99.93,,100,0,80.26,100,1.02,0.12,0.27,,,100,,0,-113.8,58.8838,61.56,0,310,43.69,0,,,2960,2962,0,0,445,445,0,0
,13-Feb-23,404-02-10271-43,99.8,99.93,0.09,815.1,2238.78,8.64,99.81,,100,0,92.29,99.85,0.87,0.09,0.2,,,100,,0,-114.74,66.671,128.28,0,686,65.71,0.01,,,4776,4785,0,0,707,707,0,0
PB_E_T1_OM_ZRPR27D_D,09-Feb-23,404-02-10271-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10-Feb-23,404-02-10271-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11-Feb-23,404-02-10271-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12-Feb-23,404-02-10271-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13-Feb-23,404-02-10271-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_E_T2_IM_DKL617B_M,09-Feb-23,404-02-10108-16,100,99.76,0.03,1190.22,4446.06,8.67,99.33,99.01,100,0,62.6,100,0,0,0.02,,,,100,0,-112.08,47.1852,0.89,0,7,22.44,0,,,298,300,200,202,0,0,8,8
,10-Feb-23,404-02-10108-16,100,99.24,0,575.24,7863.51,9.52,99.46,100,0,0,56.34,100,20,0.16,0,,,100,100,0,-115.35,39.7567,0.53,0,105,14.42,0,,,556,559,86,86,3,3,109,109
,11-Feb-23,404-02-10108-16,97.89,100,0,3167.38,8791.21,8.53,99.87,100,0,0,38.45,100,0,0.02,0,,,100,100,0,-114.34,34.3052,0.66,0,68,64.18,0,,,786,787,106,106,1,1,53,53
,12-Feb-23,404-02-10108-16,100,100,0.07,974.78,9230.86,9.14,100,96.49,100,0,42.99,100,0,0.39,0.04,,,100,100,0,-113.26,36.1317,0.54,0,70,20.79,0,,,516,516,55,57,2,2,81,81
,13-Feb-23,404-02-10108-16,99.67,98.93,0.09,668.47,4954.8,9.51,99.87,100,0,0,52.71,,,0,0,,,,100,,-115.17,41.2787,0.64,0,0,19.16,0,,,780,781,146,146,0,0,2,2
PB_E_T2_OM_DHMN49A_A,09-Feb-23,404-02-251054-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10-Feb-23,404-02-251054-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11-Feb-23,404-02-251054-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12-Feb-23,404-02-251054-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13-Feb-23,404-02-251054-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_E_T2_OM_DHMN49A_A,09-Feb-23,404-02-251054-11,100,100,1.18,290.3,17658.14,10.27,100,100,0,0,13.96,100,,0,0,,,100,100,0,-106.25,5.3299,0.05,0,7,8.5,27.59,,,23,23,20,20,1,1,8,8
,10-Feb-23,404-02-251054-11,100,100,0,731.87,30500.5,11.1,100,100,0,0,11.28,100,0,0,0,,,,100,0,-117.1,7.742,0.08,0,4,8.91,32.76,,,39,39,37,37,0,0,2,2
,11-Feb-23,404-02-251054-11,100,100,0.16,655.48,20702.13,10.21,100,100,100,0,11.05,100,0,0,0.04,,,100,100,0,-113.32,7.491,0.06,0,5,8.17,29.23,,,59,59,34,34,2,2,4,4
,12-Feb-23,404-02-251054-11,96.09,99.46,0.22,607.86,19605.78,9.72,100,100,0,0,9.32,100,,1.31,0,,,,100,0,-113.84,4.8865,0.03,0,6,7.23,31.68,,,77,77,28,28,0,0,7,7
,13-Feb-23,404-02-251054-11,100,100,0,1068.7,19324.6,11.13,100,100,100,0,13.06,100,,0,0,,,,100,0,-114.52,6.915,0.04,0,10,27.64,10.38,,,16,16,23,23,0,0,11,11
PB_E_T2_OM_DHMN49B_B,09-Feb-23,404-02-251054-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10-Feb-23,404-02-251054-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11-Feb-23,404-02-251054-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12-Feb-23,404-02-251054-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13-Feb-23,404-02-251054-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_E_T2_OM_DHMN49B_B,09-Feb-23,404-02-251054-12,100,99.49,0.11,337,6559.77,10.16,92.31,96.36,100,0,53.14,100,0,0.99,23.97,,,100,100,0,-103.43,46.7418,1.1,0,71,36.85,21.66,,,36,39,318,330,3,3,56,56
,10-Feb-23,404-02-251054-12,100,100,0,473.81,5651.5,9.88,88.89,97.74,0,0,72.17,100,50,0.19,0.31,,,100,100,0,-115.93,63.2241,0.61,0,59,34.57,24.22,,,32,36,216,221,1,1,58,58
,11-Feb-23,404-02-251054-12,99.81,99.78,0.07,381.71,5897.04,10.05,86.67,97.09,0,0,66.16,100,0,0.06,0.02,,,100,100,0,-111.79,58.7404,0.6,0,50,45.32,29.4,,,65,75,300,309,3,3,45,45
,12-Feb-23,404-02-251054-12,99.84,100,0.09,902.01,14185.36,10.38,97.44,99.64,100,0,48.02,100,0,0,0.01,,,,100,0,-113.66,65.0212,0.74,0,49,32.91,33.89,,,114,117,276,277,0,0,48,48
,13-Feb-23,404-02-251054-12,100,99.36,0,425.57,4440.18,9.7,97.22,97.74,0,0,79.22,100,0,0.04,0.42,,,,100,0,-114.99,63.26,2.38,0,94,40.27,20.39,,,35,36,173,177,0,0,57,57
PB_E_T2_OM_DHMN49C_C,09-Feb-23,404-02-251054-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10-Feb-23,404-02-251054-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11-Feb-23,404-02-251054-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12-Feb-23,404-02-251054-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13-Feb-23,404-02-251054-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_E_T2_OM_DHMN49D_D,09-Feb-23,404-02-251054-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10-Feb-23,404-02-251054-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11-Feb-23,404-02-251054-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12-Feb-23,404-02-251054-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13-Feb-23,404-02-251054-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_E_T2_OM_DKL617A_A,09-Feb-23,404-02-10108-1,99.12,100,0.14,444.7,7349.47,7.71,98.35,100,0,0,52.66,100,0,0.02,0.03,,,100,100,0,-107.09,35.4974,0.36,0,28,13.26,2.29,,,535,544,24,24,2,2,37,37
,10-Feb-23,404-02-10108-1,99.34,100,0.06,654.75,6521.2,7.6,98.78,100,0,0,46.47,100,0,1.25,0.06,,,92.86,100,0,-113.23,25.5404,0.29,0,56,14.09,1.14,,,892,903,108,108,14,13,53,53
,11-Feb-23,404-02-10108-1,100,98.88,0.13,531.56,2515.59,7.47,98.31,98.92,0,0,60.46,100,0,0,0.05,,,100,100,0,-111.56,26.9793,0.32,0,32,17.96,1.27,,,1337,1360,92,93,2,2,42,42
,12-Feb-23,404-02-10108-1,100,100,0,757.72,6076.9,7.61,97.81,100,0,0,47.9,100,,0.25,0,,,100,100,0,-111.44,29.2016,0.29,0,19,18,1.24,,,938,959,64,64,3,3,24,24
,13-Feb-23,404-02-10108-1,98.33,100,0.06,653.91,6701.92,7.51,95.94,99.12,0,0,48.3,100,0,0.15,0.05,,,100,100,0,-111.86,25.1965,0.24,0,37,15.13,1.6,,,993,1035,112,113,7,7,47,47
PB_E_T2_OM_DKL617B_B,09-Feb-23,404-02-10108-2,100,99.5,0,1446.09,10043.36,9.75,100,100,0,0,34.83,100,0,0.02,0.03,,,100,100,0,-113.25,33.1229,0.53,0,70,16.59,0.07,,,220,220,56,56,3,3,68,68
,10-Feb-23,404-02-10108-2,100,100,0.05,579.26,5650.8,8.84,99.47,100,0,0,46.89,100,0,0.07,0,,,100,100,0,-115.71,18.438,0.26,0,40,11.19,0,,,377,379,63,63,7,7,40,40
,11-Feb-23,404-02-10108-2,100,100,0.12,734.78,3234.2,8.53,99.72,100,0,0,53.59,100,,0.05,0,,,,100,0,-114.83,20.1338,0.29,0,36,13.22,0,,,716,718,132,132,0,0,32,32
,12-Feb-23,404-02-10108-2,100,100,0,660.54,12055.9,9.76,100,100,0,0,30.84,100,,0.11,0,,,100,100,0,-114.66,18.6442,0.25,0,46,7.39,0,,,198,198,14,14,5,5,50,50
,13-Feb-23,404-02-10108-2,100,100,0,1044.53,6803.39,8.6,99.76,100,0,0,35.93,100,0,0.35,0,,,100,100,0,-115.97,18.5859,0.25,0,38,13.44,0,,,832,834,77,77,3,3,51,51
PB_E_T2_OM_DSYA47A_A,09-Feb-23,404-02-812647-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10-Feb-23,404-02-812647-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11-Feb-23,404-02-812647-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12-Feb-23,404-02-812647-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13-Feb-23,404-02-812647-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_E_T2_OM_DSYA47A_A,09-Feb-23,404-02-812647-11,99.72,100,0,838.02,8130.53,9.08,99.38,100,0,0,56.33,100,2.56,0.02,0.13,,,100,100,0,-110.29,59.1196,17.65,0,51,46.57,2.29,,,637,641,117,117,19,19,2,2
,10-Feb-23,404-02-812647-11,100,99.7,0.03,711.22,7843.99,9.22,99.08,100,0,0,76.46,100,0,0.08,0.81,,,100,100,0,-114.35,64.7193,17.99,0,102,42.02,1.96,,,646,652,122,122,23,23,4,4
,11-Feb-23,404-02-812647-11,100,99.88,0.08,1004.84,7768.99,9.24,98.58,100,100,0,63.09,100,3.57,0.02,0.24,,,95.24,100,0,-113.42,61.594,16.53,0,54,47.52,2.35,,,487,494,104,104,21,20,5,5
,12-Feb-23,404-02-812647-11,100,99.85,0,1123.77,11195.88,9.83,98.64,100,0,0,53.83,100,0,0.03,0.09,,,100,100,0,-113.66,68.3635,14.82,0,58,40.58,2.5,,,363,368,80,80,18,18,4,4
,13-Feb-23,404-02-812647-11,100,100,0,1008.15,11161.62,9.4,99.42,100,0,0,51.73,100,0,0.11,0.04,,,100,,0,-114.29,55.5681,17.02,0,71,28.89,1.59,,,344,346,86,86,27,27,0,0
PB_E_T2_OM_DSYA47B_B,09-Feb-23,404-02-812647-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10-Feb-23,404-02-812647-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11-Feb-23,404-02-812647-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12-Feb-23,404-02-812647-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13-Feb-23,404-02-812647-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_E_T2_OM_DSYA47B_B,09-Feb-23,404-02-812647-12,99.95,99.94,0.06,1002.37,7873.33,11.11,97.4,99.53,100,0,60.31,100,0,0.06,0.47,,,100,100,0,-110.65,74.1465,45.8,0,170,67.3,0.24,,,337,346,211,212,31,31,10,10
,10-Feb-23,404-02-812647-12,99.93,100,0.03,740.89,8435,11.04,98.75,99.03,0,0,67.01,100,0.53,0.06,0.07,,,90.32,100,0,-117.94,77.5089,55.57,0,231,52.92,0.2,,,237,240,102,103,31,28,9,9
,11-Feb-23,404-02-812647-12,99.86,100,0,767.32,6688.78,11.62,97.73,98.02,0,0,70.44,100,0,0.12,0.06,,,100,100,0,-116.63,83.0264,42.53,0,145,54.29,0.33,,,258,264,99,101,28,28,16,16
,12-Feb-23,404-02-812647-12,99.7,99.95,0,600.05,11868.33,11.61,98.41,98.24,100,0,54.76,100,0,0.03,0.14,,,91.67,100,0,-116.65,78.4207,40.56,0,108,50.42,0.99,,,496,504,223,227,12,11,7,7
,13-Feb-23,404-02-812647-12,99.94,99.94,0.04,1059.96,5473.88,11.73,97.94,98.24,0,0,68.93,100,0,0.05,0.04,,,100,100,0,-117.29,83.4407,48.87,0,237,56.26,0.19,,,332,339,223,227,25,25,14,14
PB_E_T2_OM_DSYA47C_C,09-Feb-23,404-02-812647-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10-Feb-23,404-02-812647-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11-Feb-23,404-02-812647-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12-Feb-23,404-02-812647-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13-Feb-23,404-02-812647-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_E_T2_OM_DSYA47C_C,09-Feb-23,404-02-812647-13,100,99.84,0,647.53,5715.37,9.76,99.43,100,0,0,85.78,100,0,0.01,0.04,,,100,100,0,-110.39,104.2351,0.79,0,148,37.21,0.02,,,1569,1578,180,180,3,3,144,144
,10-Feb-23,404-02-812647-13,99.65,98.95,0.02,750.22,1916.93,9.82,99.28,99.29,0,0,93.56,100,0,0.05,0.01,,,100,100,0,-116.28,109.7297,1.23,0,151,51.13,0.03,,,685,690,139,140,6,6,145,145
,11-Feb-23,404-02-812647-13,99.86,100,0,792.73,2156.66,10.33,98.98,99.27,0,0,95.38,100,0,0.09,0.03,,,100,100,0,-114.75,103.8595,0.64,0,93,64.36,0,,,389,393,136,137,6,6,87,87
