Short name,,4G_ECGI,RRC Setup Success Rate [CDBH],ERAB Setup Success Rate [CDBH],PS Drop Call Rate % [CDBH],MV_DL User Throughput_Kbps [CDBH],MV_UL User Throughput_Kbps [CDBH],PS handover success rate [LTE Intra System] [CDBH],PS handover success rate [LTE Inter System] [CDBH],CSFB Redirection Success Rate [CDBH],E-UTRAN Average CQI [CDBH],MV_Average number of used DL PRBs [CDBH],VoLTE ERAB Setup Success Rate [CBBH],VoLTE Drop Call Rate [CBBH]],MV_VoLTE Packet Loss DL [CBBH],MV_VoLTE Packet Loss UL [CBBH],VoLTE SRVCC SR [CBBH],VoLTE Intra-LTE Handover Success Ratio [CBBH],VoLTE Inter-Frequency Handover Success Ratio [CBBH],UL RSSI [CBBH],MV_4G Data Volume_GB,VoLTE Traffic,Radio NW Availability
,26-Apr-23,404-02-701750-42,99.74,99.76,0.07,10246.01,536.55,100,99.61,100,8.73,49.52,100,0,0.04,0.12,,100,100,-106.37,54.67,39.81,100
,27-Apr-23,404-02-701750-42,99.9,99.82,0.13,6841.2,359.87,100,99.71,100,8.95,56.83,100,0,0.03,0.08,,98.17,100,-106.14,53.09,41.85,100
PB_E_T1_HS_UAS007B_B,23-Apr-23,404-02-702007-42,,,,,,,,,,,,,,,,,,,,,0
,24-Apr-23,404-02-702007-42,,,,,,,,,,,,,,,,,,,,,0
,25-Apr-23,404-02-702007-42,,,,,,,,,,,,,,,,,,,,,0
,26-Apr-23,404-02-702007-42,,,,,,,,,,,,,,,,,,,,,0
,27-Apr-23,404-02-702007-42,,,,,,,,,,,,,,,,,,,,,0
PB_E_T1_HS_UAS007C_C,23-Apr-23,404-02-702007-43,,,,,,,,,,,,,,,,,,,,,0
,24-Apr-23,404-02-702007-43,,,,,,,,,,,,,,,,,,,,,0
,25-Apr-23,404-02-702007-43,,,,,,,,,,,,,,,,,,,,,0
,26-Apr-23,404-02-702007-43,,,,,,,,,,,,,,,,,,,,,0
,27-Apr-23,404-02-702007-43,,,,,,,,,,,,,,,,,,,,,0
PB_E_T1_HS_UAS011A_A,23-Apr-23,404-02-706211-41,99.97,99.75,,5491.47,263.69,100,100,,9.92,67.05,100,0,0.01,0.04,,100,100,-98.69,78.93,40.73,100
,24-Apr-23,404-02-706211-41,99.76,99.47,,7313.68,314.73,100,100,100,9.94,65.42,100,0,0.03,0.04,,100,100,-98.68,74.81,38.88,100
,25-Apr-23,404-02-706211-41,99.97,99.71,,6570.68,294.59,100,100,100,9.68,61.6,100,0,0.03,0.05,,100,100,-98.2,77.8,31.4,100
,26-Apr-23,404-02-706211-41,99.96,99.51,,3383.02,174.76,100,100,100,9.39,78.75,100,0,0.03,0,,100,100,-99.14,80.68,39.52,100
,27-Apr-23,404-02-706211-41,100,99.64,,9117.11,293.48,100,92.31,100,10.19,53.1,100,0,0.01,0.1,,100,100,-99.04,54.16,31.34,81.25
PB_E_T1_HS_UAS011B_B,23-Apr-23,404-02-706211-42,99.91,99.78,,6380.01,386.47,99.54,94.74,,9.94,62.62,100,0,0.02,0.02,,97.3,100,-102.92,76.72,33.25,100
,24-Apr-23,404-02-706211-42,99.84,99.93,,11243.91,363.58,99.14,76,100,10.2,47.55,100,0,0.04,0.04,,90.24,100,-102.43,75.43,43.22,100
,25-Apr-23,404-02-706211-42,99.7,99.71,,5934.4,415.66,99.6,82.76,100,10.11,63.8,100,0,0.07,0.07,,93.33,100,-101.28,77.74,31.53,100
,26-Apr-23,404-02-706211-42,99.73,99.85,,4853.6,187.58,100,87.5,100,9.3,70.05,100,0,0.02,0.02,,100,100,-103.54,77.13,36.3,100
,27-Apr-23,404-02-706211-42,99.84,99.81,,6310.62,259.46,99.16,81.82,100,9.91,67.17,99.22,0,0.02,0.02,,93.55,100,-102.61,61.95,29.64,81.25
PB_E_T1_HS_UAS011C_C,23-Apr-23,404-02-706211-43,99.25,99.59,,12133.51,283.2,100,77.59,100,10.04,35.98,100,0,0.04,0.24,,100,100,-102.08,52.12,12.15,100
,24-Apr-23,404-02-706211-43,99.89,99.82,,8930.43,375.86,100,82.09,100,9.52,41.62,100,0,0.04,0.06,,100,100,-101.6,45.64,14.15,100
,25-Apr-23,404-02-706211-43,99.89,99.94,,9840.13,309.38,98.28,89.58,100,8.93,42.3,100,0,0.1,0.03,,100,100,-103.08,49.04,16.39,100
,26-Apr-23,404-02-706211-43,99.85,99.88,,7864.75,329.42,96.77,80.88,100,8.96,53.88,100,0,0,0.01,,100,100,-101.88,47.68,14.6,100
,27-Apr-23,404-02-706211-43,100,99.9,,13513.31,362.73,97.56,98.92,100,10.06,35.05,100,0,0.03,0.03,,96.88,100,-102.55,37.92,10.31,81.25
PB_E_T1_HS_UAS037A_A,23-Apr-23,404-02-700037-41,99.83,99.83,,6699.95,134.55,100,97.81,100,10.25,76.8,99.7,0.44,0.16,0.22,,95.54,95.26,-107.4,151.73,76.01,100
,24-Apr-23,404-02-700037-41,99.78,99.84,,10134.52,328.14,100,98.58,100,10.11,57.2,100,0,0.02,0.11,,98.7,97.87,-103.99,108.59,48.08,100
,25-Apr-23,404-02-700037-41,99.97,99.9,,16719.12,288.71,100,97.18,100,10.63,49.8,100,0,0.01,0.09,,100,100,-102.76,105.38,36.53,100
,26-Apr-23,404-02-700037-41,99.76,99.91,,9192.76,238.85,100,100,100,9.9,56.65,100,0,0.03,0.21,,100,100,-104.36,92.16,38.66,100
,27-Apr-23,404-02-700037-41,99.92,99.86,,8667.21,164.75,100,100,100,10.18,63.6,99.84,0.45,0.03,0.05,,100,100,-104.17,101.4,39.52,100
PB_E_T1_HS_UBR010A_A,23-Apr-23,404-02-707010-41,99.96,99.93,,13261.19,431.77,100,100,100,10.08,35.05,100,0,0.01,0.07,,100,100,-98.24,50.85,34.62,100
,24-Apr-23,404-02-707010-41,99.98,99.78,,8234.1,441.66,100,99.29,100,10.25,73.42,99.93,0,0.04,0.07,,100,100,-98.29,84.22,91.16,100
,25-Apr-23,404-02-707010-41,99.89,99.86,,11083.48,421.79,98.14,100,100,10.31,57.75,100,0.11,0.02,0.02,,100,100,-98.98,83.46,85.64,100
,26-Apr-23,404-02-707010-41,99.99,99.94,,11299.85,445.27,100,99.15,100,10.14,55.9,100,0,0.02,0.05,,100,100,-98.72,81.64,74.35,100
,27-Apr-23,404-02-707010-41,99.83,99.79,,10578.69,494.16,98.26,98.48,100,10.08,47.3,100,0,0.01,0.05,,100,100,-99.71,63.17,55.15,100
PB_E_T1_HS_UBR010B_B,23-Apr-23,404-02-707010-42,100,99.87,,14648.05,538.63,100,99.4,100,9.3,43.48,100,0,0.01,0.01,,100,100,-102.01,66.88,19.2,100
,24-Apr-23,404-02-707010-42,100,100,,7895.06,454.56,99.18,99.43,100,8.98,65.75,100,0,0.01,0.02,,100,100,-100.55,70.61,34.4,100
,25-Apr-23,404-02-707010-42,99.96,99.92,,3653.79,292.33,99.43,99.85,100,7.91,82.6,100,0,0.01,0.01,,100,100,-102.58,69.09,33.37,100
,26-Apr-23,404-02-707010-42,100,99.9,,6273.47,248.02,100,99.66,100,8.88,71.05,100,0,0.02,0.06,,100,100,-103.35,70.24,29.15,100
,27-Apr-23,404-02-707010-42,99.95,99.92,,5569.46,333.76,96.3,99.66,100,8.31,62.33,100,0,0.01,0.01,,100,100,-101.33,69.27,34.12,100
PB_E_T1_HS_UBR010C_C,23-Apr-23,404-02-707010-43,99.97,99.83,,6683.92,526.07,99.57,97.87,100,8.85,47.92,100,0,0.03,0.03,,100,100,-99.78,41.09,22.68,100
,24-Apr-23,404-02-707010-43,99.91,99.97,,10373.34,478.84,98.76,98.62,100,9.31,43.33,100,0,0.05,0.01,,98.51,96.97,-100.88,41.95,26.28,100
,25-Apr-23,404-02-707010-43,99.9,99.86,,12836.89,548.44,100,97.35,100,9.37,48.08,99.24,0,0.04,0.02,,100,100,-101.03,50.03,30.88,100
,26-Apr-23,404-02-707010-43,99.91,99.85,,7926.59,639.72,100,94.39,100,8.8,48.92,100,0,0.02,0.01,,96.49,92,-100.73,50.55,22.66,100
,27-Apr-23,404-02-707010-43,100,99.89,,9017.49,315.57,100,95.83,100,8.75,51.42,100,0,0.04,0.02,,100,100,-101.87,46.91,16.53,100
PB_E_T1_HS_UBR019A_A,23-Apr-23,404-02-700019-41,99.68,99.85,,14831.1,250.46,100,95.35,100,11.04,56.05,100,0,0,0.01,,100,100,-102.63,96.1,31.26,100
,24-Apr-23,404-02-700019-41,99.9,100,,9925.76,417.48,100,100,100,10.7,64.35,100,0,0.03,0.01,,100,100,-102.35,90.17,30.75,100
,25-Apr-23,404-02-700019-41,99.84,99.86,,10534.91,337.95,100,100,100,10.79,64.08,100,0,0.03,0.21,,100,100,-100.14,96.06,23.96,100
,26-Apr-23,404-02-700019-41,99.89,99.81,,9611.56,240.78,100,100,100,10.77,72.5,100,0,0.01,0.01,,97.56,96.88,-100.77,100.24,27.94,100
,27-Apr-23,404-02-700019-41,99.94,99.81,,8471.42,355.8,100,96.92,100,10.64,67.03,100,0,0.01,0.03,,96.43,96,-99.84,93.35,33.25,100
PB_E_T1_HS_UBR019B_B,23-Apr-23,404-02-700019-42,99.85,99.84,,9462.36,226.18,100,100,100,9.4,53.5,100,0,0.05,0.07,,97.83,96.3,-102.22,63.28,25.05,100
,24-Apr-23,404-02-700019-42,99.88,99.91,,10366.45,320.14,97.26,100,100,9.96,52.62,100,0,0.01,0,,100,100,-101.8,67.64,21.51,100
,25-Apr-23,404-02-700019-42,99.89,99.84,,7690.32,367.25,93.62,97.3,100,9.55,57.45,100,0,0.08,0.02,,100,100,-102.55,64.81,21.14,100
,26-Apr-23,404-02-700019-42,99.93,99.9,,13180.65,381.86,100,96.39,100,9.71,51.08,100,0,0.03,0.03,,100,100,-101.97,66.92,21.61,100
,27-Apr-23,404-02-700019-42,100,97.8,,11172.46,394.88,98.36,98.72,100,9.97,55.23,100,0,0,0.01,,95.45,94.44,-102.01,65.29,22.38,100
PB_E_T1_HS_UBR019C_C,23-Apr-23,404-02-700019-43,99.88,100,,13032.78,561.52,100,100,100,10,37.45,100,0,0.02,0.02,,100,100,-100.29,47.81,18.34,100
,24-Apr-23,404-02-700019-43,100,99.4,,13672.23,706.52,100,100,100,9.73,38.9,100,0,0.04,0.01,,100,100,-98.9,48.41,17.96,100
,25-Apr-23,404-02-700019-43,100,99.9,,10818.01,536.63,100,98.88,100,9.15,49.75,100,0,0.02,0.02,,100,100,-102.02,48.22,17.52,100
,26-Apr-23,404-02-700019-43,99.97,100,,11102.86,390.8,100,100,100,9.27,51.38,100,0,0.01,0.04,,96,100,-99.8,50.92,18.51,100
,27-Apr-23,404-02-700019-43,99.95,99.97,,11377.9,492.51,97.14,100,100,9.64,43.1,99.35,0,0,0.01,,100,100,-100.15,54.98,27.81,100
PB_E_T1_HS_UBR039A_A,23-Apr-23,404-02-703039-41,99.85,99.48,,7247.38,369.38,100,100,100,8.83,70,100,0,0,0.02,,100,100,-103.32,74.33,14.45,100
,24-Apr-23,404-02-703039-41,99.97,99.94,,10441.36,293.07,100,100,100,8.78,42.33,100,0,0,0.01,,100,100,-100.04,50.5,16.1,100
,25-Apr-23,404-02-703039-41,99.88,99.49,,6745.81,244.8,100,100,100,8.97,68.78,100,0,0.01,0.02,,100,100,-103.33,66.17,14,100
,26-Apr-23,404-02-703039-41,100,99.53,,7641.09,226.07,100,100,,8.94,66.55,100,0,0.01,0.01,,100,100,-102.28,60.66,17.69,99.58
,27-Apr-23,404-02-703039-41,99.92,98.3,,10298.07,252.22,100,100,100,9.13,60,100,0,0.01,0.01,,98.08,100,-103.25,69.06,14.77,100
PB_E_T1_HS_UBR039B_B,23-Apr-23,404-02-703039-42,99.92,99.85,,20431.41,536.22,97.87,100,,9.38,36.33,100,0,0.05,0.01,,97.44,97.06,-101.07,54.18,15.07,100
,24-Apr-23,404-02-703039-42,100,99.65,,11517.73,424.47,100,100,100,8.33,37.85,100,0,0.01,0.01,,100,100,-101.41,36.29,14.41,100
,25-Apr-23,404-02-703039-42,100,99.85,,20031.41,322.48,100,100,,10.11,29.15,100,0,0.02,0,,100,100,-102.04,47.79,16.95,100
,26-Apr-23,404-02-703039-42,99.94,99.85,,11968,425.89,88.89,98.48,100,8.98,37.5,100,0,0.02,0.02,,100,100,-99.32,40.83,19.9,99.58
,27-Apr-23,404-02-703039-42,100,99.9,,13849.17,373.12,100,96.67,,8.35,37.95,100,0,0.01,0.01,,100,100,-101.49,47.62,20.13,100
PB_E_T1_HS_UBR039C_C,23-Apr-23,404-02-703039-43,99.95,99.95,,13526.84,748.64,100,99.15,100,9.21,36.12,100,0,0.01,0,,100,100,-101.31,55.24,18.18,100
,24-Apr-23,404-02-703039-43,99.97,99.93,,41475.99,340.03,100,100,,10.46,30.57,100,0,0.01,0.01,,100,100,-100.42,47.61,19.14,100
,25-Apr-23,404-02-703039-43,99.92,99.63,,11872.63,445.41,89.47,98.67,100,9.11,44.5,100,2.33,0.01,0.01,,96.55,95.45,-102.04,49.45,15.27,100
,26-Apr-23,404-02-703039-43,99.96,100,,16784.9,444.98,75,98.2,100,9.22,32.67,100,0,0.01,0,,100,100,-102.31,47.49,16.25,99.58
,27-Apr-23,404-02-703039-43,100,100,,28593.36,534.85,100,100,,10.28,26.18,100,0,0.01,0,,100,100,-101.59,48.95,13.94,100
PB_E_T1_HS_UBT001A_A,23-Apr-23,404-02-703001-41,99.93,100,0,10574.67,429.2,98.84,100,100,8.38,29.52,100,2.38,0.01,0.02,,94.44,80,-100.84,30.9,9.95,100
,24-Apr-23,404-02-703001-41,99.95,99.65,0.16,5358.52,394.64,100,97.4,,7.11,43.25,100,1.79,0.03,0.01,,96.88,100,-101.91,27.74,13.13,100
,25-Apr-23,404-02-703001-41,99.81,99.93,0.03,5193.22,303.72,95.45,100,100,7,46.58,100,0,0.02,0.01,,100,100,-102.46,30.86,9.02,100
,26-Apr-23,404-02-703001-41,99.75,99.86,0.03,4776.97,422.93,91.53,100,100,6.71,52.48,100,0,0.02,0.01,,100,100,-101.7,30.24,9.43,100
,27-Apr-23,404-02-703001-41,100,100,0.04,8247.03,404.95,100,100,100,8.49,37.42,98,0,0.05,0.03,,100,100,-100.34,30.03,8.72,100
PB_E_T1_HS_UBT001B_B,23-Apr-23,404-02-703001-42,99.93,99.84,0,4620.42,479.67,97.3,100,100,8.18,67.8,100,0,0,0,,100,100,-101.67,48.35,15.41,100
,24-Apr-23,404-02-703001-42,100,99.86,0,11152.04,436.79,97.22,89.47,100,9.16,32.27,100,0,0.05,0.01,,100,100,-101.69,38.81,16.74,100
,25-Apr-23,404-02-703001-42,100,99.93,0,4295.11,595.48,100,100,100,7.24,57.05,100,0,0.02,0.01,,100,100,-100.09,35.17,16.62,100
,26-Apr-23,404-02-703001-42,100,99.91,0,9859.48,651.53,93.18,94.12,100,8.51,42.08,100,0,0.01,0.01,,100,100,-100.97,42.21,16.81,100
,27-Apr-23,404-02-703001-42,100,99.81,0,13589.67,802.91,100,100,100,9.51,38.92,100,0,0.01,0,,100,100,-99.45,47.78,14.39,100
PB_E_T1_HS_UBT001C_C,23-Apr-23,404-02-703001-43,100,99.93,0.1,7023.74,301,100,98.44,100,8.21,44.35,100,0,0.01,0.01,,100,100,-104.42,36.16,11.77,100
,24-Apr-23,404-02-703001-43,100,99.15,0.02,4859.76,380.9,97.26,98.1,100,7.25,60.77,100,0,0.03,0.01,,100,100,-103.21,39.08,12.19,100
,25-Apr-23,404-02-703001-43,99.94,99.81,0,9734.18,355.66,98.36,98.8,100,8.49,40.85,100,0,0.06,0.01,,100,100,-101.4,45.1,11.26,100
,26-Apr-23,404-02-703001-43,99.94,99.75,0.27,4587.15,312.22,100,100,100,7.09,65.05,100,0,0.03,0.03,,100,100,-103.15,42.61,11.42,100
,27-Apr-23,404-02-703001-43,99.95,99.92,0.02,2469.76,324.63,98.63,99.33,100,7.15,78.72,100,0,0.02,0.02,,96,100,-105.35,41.81,10.44,100
PB_E_T1_HS_UBT017A_A,23-Apr-23,404-02-707017-41,,,,,,,,,,0.9,,,,,,,,,0,0,100
,24-Apr-23,404-02-707017-41,,,,,,,,,,0.9,,,,,,,,,0,0,100
,25-Apr-23,404-02-707017-41,99.84,99.91,,7981.1,473.2,100,100,100,9.37,40.77,100,0,0.02,0.01,,100,100,-101.82,22.34,12.37,96.29
,26-Apr-23,404-02-707017-41,99.53,99.82,,6049.55,382.56,100,100,100,7.87,36.9,100,0,0.08,0.03,,100,100,-107.09,1.77,0.05,99.83
,27-Apr-23,404-02-707017-41,,,,,,,,,,0.9,,,,,,,,,0,0,100
PB_E_T1_HS_UBT017B_B,23-Apr-23,404-02-707017-42,100,100,,10875.14,460.81,100,100,,9.96,49.12,100,0,0.04,0.01,,100,100,-104.19,64.34,18.62,100
,24-Apr-23,404-02-707017-42,100,99.93,,5449.08,511.44,100,100,100,8.41,67.95,100,0,0.03,0.01,,100,100,-102.74,61.16,21.48,100
,25-Apr-23,404-02-707017-42,100,99.95,,12635.53,961.69,100,100,100,9.84,39.85,100,0,0.08,0.02,,100,100,-102.48,57.68,24.8,96.84
,26-Apr-23,404-02-707017-42,99.97,99.79,,5683.97,700.46,100,98.8,,9.36,68.97,100,0,0,0.01,,97.67,96,-101.67,61.05,25.17,100
,27-Apr-23,404-02-707017-42,99.94,99.97,,8038,454.72,100,100,100,9.38,55,100,0,0.02,0.02,,100,100,-102.86,60.17,20.21,100
PB_E_T1_HS_UBT017C_C,23-Apr-23,404-02-707017-43,100,99.96,,13898.97,449.74,100,99.01,100,10.04,46.05,100,0,0.01,0,,94.44,93.1,-102.75,83.19,23.42,100
,24-Apr-23,404-02-707017-43,100,99.65,,3424.35,536.36,100,100,100,8.63,86.38,100,0,0.03,0.01,,100,100,-101.75,75.6,30.23,100
,25-Apr-23,404-02-707017-43,100,100,,8830.04,397.93,100,97.81,100,9.28,54.67,100,0,0.01,0,,100,100,-100.67,66.48,29.02,96.84
,26-Apr-23,404-02-707017-43,100,99.95,,4855.03,353.31,100,100,100,9.4,81.3,100,0,0,0.01,,97.3,96.43,-101.32,80.05,32.29,100
,27-Apr-23,404-02-707017-43,100,99.93,,6787.16,817.95,100,100,100,9.64,65.1,100,0,0.01,0.01,,100,100,-102.29,75.01,32.77,100
PB_E_T1_HS_UBT024A_A,23-Apr-23,404-02-707024-41,99.98,99.83,,9473.08,342.72,94.55,97.09,100,9.33,52.77,100,0,0.01,0.02,,92.86,92.11,-102.31,52.61,16.23,100
,24-Apr-23,404-02-707024-41,99.95,98.92,,10828.32,300.56,85.71,100,100,9.47,41.17,100,0,0,0.01,,100,100,-105.19,44.62,13.51,100
,25-Apr-23,404-02-707024-41,100,99.95,,10725.47,413.21,100,100,100,8.58,46.25,100,0,0.07,0.17,,100,100,-102.57,42.07,9.6,100
,26-Apr-23,404-02-707024-41,99.97,99.84,,10093.52,1117.72,100,100,100,9.71,55.33,100,0,0.01,0,,100,100,-101.74,56,11.61,100
,27-Apr-23,404-02-707024-41,99.95,99.89,,14633.93,337.64,97.5,97.33,100,10.39,41.83,100,0,0,0.01,,100,100,-103.34,46.43,11.25,100
PB_E_T1_HS_UBT024B_B,23-Apr-23,404-02-707024-42,99.96,99.74,,7281.34,619.87,100,99.43,100,8.79,48.27,100,2.38,0,0,,90,88.24,-103.28,37.72,14.7,100
,24-Apr-23,404-02-707024-42,100,99.67,,12930.01,543.75,98.41,100,100,9.8,44.77,100,3.7,0.01,0.01,,92.59,91.3,-102.95,37.52,18.65,100
,25-Apr-23,404-02-707024-42,99.96,100,,8981.15,506.35,97.83,99.28,100,9.61,40.7,100,0,0.01,0.02,,97.96,97.62,-104.74,36.74,17.24,100
,26-Apr-23,404-02-707024-42,99.93,99.85,,8536.11,423.8,100,99.43,100,8.5,48.2,100,0,0,0.06,,100,100,-102.26,41.81,17.11,100
,27-Apr-23,404-02-707024-42,100,99.87,,8450.96,440.09,100,100,100,8.91,49.9,100,0,0.01,0.01,,90.48,85.71,-103.11,36.85,13.97,100
PB_E_T1_HS_UBT024C_C,23-Apr-23,404-02-707024-43,100,99.76,,4890.31,236.88,93.65,97.99,100,9.44,76.42,100,0,0.02,0.01,,91.21,90.24,-105.38,102.38,20.51,100
,24-Apr-23,404-02-707024-43,100,99.35,,1966.77,236.26,90.91,97.87,100,8.45,96.25,100,0,0.01,0.04,,100,100,-106.35,89.24,26.2,100
,25-Apr-23,404-02-707024-43,99.79,99.89,,3872.81,205.33,86.84,100,,8.92,83.42,100,0,0,0.06,,96.3,95.89,-104.88,92.13,27.25,100
,26-Apr-23,404-02-707024-43,100,99.93,,3256.75,301.44,91.55,100,100,9.22,84.08,100,0,0,0.01,,100,100,-104.72,91.69,29.72,100
,27-Apr-23,404-02-707024-43,99.84,99.88,,1906.66,322.84,73.21,97.65,100,8.88,96.35,100,1.39,0.01,0.03,,100,100,-106.19,101.8,21.33,100
PB_E_T1_HS_UBT028A_A,23-Apr-23,404-02-700028-41,99.78,100,,9852.73,457.5,100,100,100,8.16,31.3,100,0,0,0,,100,100,-102.24,23.4,10.87,100
,24-Apr-23,404-02-700028-41,100,100,,9742.21,583.48,100,100,,8,39.77,100,0,0.01,0.01,,100,100,-100.52,27.91,9.39,100
,25-Apr-23,404-02-700028-41,100,99.75,,8182.32,626.27,100,100,,8,41.4,100,0,0,0,,100,100,-101.26,24.82,7.02,100
,26-Apr-23,404-02-700028-41,100,99.58,,5151.8,895.96,100,100,,7.62,54.95,100,0,0.01,0.01,,100,100,-102.96,25.79,7.04,100
,27-Apr-23,404-02-700028-41,100,100,,9556.15,831.45,100,100,100,8.15,35.5,100,0,0.01,0,,100,100,-99.88,29.56,9.83,100
PB_E_T1_HS_UBT028B_B,23-Apr-23,404-02-700028-42,100,100,,18648.36,799.34,100,100,100,10.01,26.95,100,0,0.01,0.01,,100,100,-101.34,38.46,8.61,100
,24-Apr-23,404-02-700028-42,100,99.73,,7452.45,684.19,100,100,100,9.23,53.67,100,0,0.02,0.01,,100,,-102.46,32.94,9.49,100
,25-Apr-23,404-02-700028-42,100,99.82,,7550.02,633.71,100,100,100,8.88,47.35,100,0,0,0.02,,100,,-101.82,33.62,11.16,100
,26-Apr-23,404-02-700028-42,99.83,99.82,,6201.56,571.81,100,100,100,8.82,49.45,100,0,0.02,0.01,,100,100,-97.57,34.44,11.58,100
,27-Apr-23,404-02-700028-42,100,99.92,,8923,745.38,91.67,100,100,9.52,39.8,100,0,0.01,0,,100,100,-102.4,37.17,10.58,100
PB_E_T1_HS_UBT028C_C,23-Apr-23,404-02-700028-43,99.91,99.8,,14019.25,1035.13,100,100,,9.29,17.6,100,0,0.01,0.01,,100,100,-99.82,14.98,9.36,100
,24-Apr-23,404-02-700028-43,100,99.9,,24961.15,908.61,100,100,100,9.72,15.12,100,0,0.01,0.01,,100,100,-99.95,16.04,14.89,100
,25-Apr-23,404-02-700028-43,100,100,,17461.77,273.92,100,100,,9.06,20.88,100,0,0.01,0,,100,100,-100.19,16.02,9.61,100
,26-Apr-23,404-02-700028-43,99.9,99.7,,18685.64,1032.49,100,100,100,9.42,20.9,100,0,0.01,0.01,,100,100,-98.89,19,10.89,100
,27-Apr-23,404-02-700028-43,100,100,,18382.2,588.34,100,100,100,9.35,24.2,100,0,0.01,0.02,,100,,-98.82,17.31,12.89,100
PB_E_T1_HS_UBT041A_A,23-Apr-23,404-02-705641-41,99.98,99.76,,3539.32,571.31,100,100,100,9.17,84.95,100,0,0.01,0.01,,100,100,-100.75,77.64,28.49,100
,24-Apr-23,404-02-705641-41,100,99.79,,6574.13,591.77,100,100,100,9.47,66.33,100,0,0.01,0.02,,100,100,-101.97,70.86,28.94,100
,25-Apr-23,404-02-705641-41,99.98,99.89,,1728.97,461.98,99.24,100,93.75,8.47,89.42,100,0,0.01,0.01,,100,100,-101.67,70.4,27.49,99.97
,26-Apr-23,404-02-705641-41,99.94,99.97,,2897.62,659.16,100,96.55,100,8.34,83.65,100,0,0.15,0.01,,100,100,-101.74,66.4,26.34,88.84
,27-Apr-23,404-02-705641-41,99.97,100,,2697.74,500.9,100,100,100,8.39,86.85,100,0,0.03,0.02,,100,100,-101,75.81,29.13,93.75
PB_E_T1_HS_UBT041B_B,23-Apr-23,404-02-705641-42,99.71,99.89,,4792.11,533.18,96.49,100,100,8.04,72.1,100,0,0.01,0.02,,100,100,-104.02,64.73,18.02,100
,24-Apr-23,404-02-705641-42,99.88,99.87,,3256.55,349.26,100,100,100,7.78,73.53,100,0,0.01,0.01,,97.83,95.24,-102.1,55.7,19.27,100
,25-Apr-23,404-02-705641-42,99.89,99.88,,3169.05,348.69,100,100,,7.78,82.65,100,0,0.01,0.01,,100,100,-102.9,64.83,25.22,99.97
,26-Apr-23,404-02-705641-42,99.82,99.96,,7975.52,312.33,77.78,98.68,100,9.21,53.95,100,0,0.05,0.01,,100,100,-103.31,59.03,20.44,88.83
,27-Apr-23,404-02-705641-42,99.95,100,,5920.41,403.38,89.81,99.07,100,8.98,65.78,100,0,0.01,0.01,,100,100,-104.29,61.99,23.17,93.75
PB_E_T1_HS_UBT041C_C,23-Apr-23,404-02-705641-43,100,99.62,,7568.44,242.56,100,100,100,8.71,50.08,100,0,0.01,0.11,,100,100,-102.01,37.33,18.58,100
,24-Apr-23,404-02-705641-43,100,99.89,,18116.5,753.56,100,100,100,9.35,34.17,100,0,0.02,0.19,,100,100,-101.55,38.22,25.34,100
,25-Apr-23,404-02-705641-43,100,99.78,,7774.64,361.56,100,100,100,8.62,49.42,100,0,0.01,0.01,,100,100,-101,37.04,21.03,99.97
,26-Apr-23,404-02-705641-43,99.87,99.93,,7664.94,298.41,100,100,100,8.93,61.3,100,0,0.01,0.01,,100,100,-100.38,33.74,22.11,88.83
,27-Apr-23,404-02-705641-43,100,99.97,,8750.03,393.23,97.67,100,100,8.71,53.77,100,0,0,0.01,,100,100,-101.93,40.08,18.1,93.75
PB_E_T1_HS_UBT050A_A,23-Apr-23,404-02-720050-41,100,99.91,,11574.07,492.51,100,100,100,10.35,35.45,100,0,0.01,0,,100,100,-102.59,39.47,8.34,100
,24-Apr-23,404-02-720050-41,100,99.96,,22073.02,820.06,96.43,97.92,100,11.19,23.38,100,0,0.02,0.01,,100,100,-101.59,43.04,10.42,100
,25-Apr-23,404-02-720050-41,100,99.82,,11764.67,758.32,100,100,100,10.48,41.3,100,0,0.01,0.01,,100,100,-101.72,40.13,13.69,100
,26-Apr-23,404-02-720050-41,100,99.94,,17984.49,626.94,100,100,100,10.92,24.93,100,0,0.03,0.01,,100,100,-101.9,34.73,10.74,100
,27-Apr-23,404-02-720050-41,100,100,,11053,415.31,100,100,100,9.61,37.83,100,0,0.02,0,,100,100,-102.46,38.19,9.21,100
PB_E_T1_HS_UBT050B_B,23-Apr-23,404-02-720050-42,100,99.9,,11218.16,406.03,100,100,,9.08,36.85,100,0,0,0,,100,100,-103.3,22.44,5.56,100
,24-Apr-23,404-02-720050-42,100,99.71,,12044.57,506.94,100,100,,9.06,20.6,100,0,0.01,0.01,,100,100,-101.35,18.31,5.61,100
,25-Apr-23,404-02-720050-42,100,100,,12010.77,488.33,100,100,,9.2,19.38,100,0,0.01,0,,100,100,-100.77,14.96,4.18,100
,26-Apr-23,404-02-720050-42,99.78,100,,14734.69,544.89,100,100,100,9.66,24,100,0,0,0.01,,100,100,-102.25,18.37,4.45,100
,27-Apr-23,404-02-720050-42,100,100,,15119.36,590.34,100,100,100,9.99,22.48,100,0,0.05,0.02,,100,100,-102.94,18.33,2.88,100
PB_E_T1_HS_UBT050C_C,23-Apr-23,404-02-720050-43,99.96,100,,8013.9,594.23,100,100,100,9.81,67.9,100,0,0.01,0.02,,89.06,88.52,-103.05,97.2,28,100
