Short name,,4G_ECGI,RRC Setup Success Rate [CDBH],ERAB Setup Success Rate [CDBH],PS Drop Call Rate % [CDBH],MV_DL User Throughput_Kbps [CDBH],MV_UL User Throughput_Kbps [CDBH],PS handover success rate [LTE Intra System] [CDBH],PS handover success rate [LTE Inter System] [CDBH],CSFB Redirection Success Rate [CDBH],E-UTRAN Average CQI [CDBH],MV_Average number of used DL PRBs [CDBH],VoLTE ERAB Setup Success Rate [CBBH],VoLTE Drop Call Rate [CBBH]],MV_VoLTE Packet Loss DL [CBBH],MV_VoLTE Packet Loss UL [CBBH],VoLTE SRVCC SR [CBBH],VoLTE Intra-LTE Handover Success Ratio [CBBH],VoLTE Inter-Frequency Handover Success Ratio [CBBH],UL RSSI [CBBH],MV_4G Data Volume_GB,VoLTE Traffic,Radio NW Availability
,24-Apr-23,404-02-702120-13,99.69,99.73,,3239.09,111.36,97.98,98.85,100,8.24,89.72,100,0,0.18,0.04,,100,100,-102.77,82.54,52.49,100
,25-Apr-23,404-02-702120-13,99.59,99.81,,3262.6,157.19,98.89,100,100,8.65,87.4,100,0,0.45,0.03,,100,100,-103.01,81.07,36.22,100
,26-Apr-23,404-02-702120-13,99.92,99.81,,2946.32,146.81,99,100,100,8.46,82.95,100,4.35,0.57,1.11,,87.5,80,-104.22,82.24,31.62,99.58
,27-Apr-23,404-02-702120-13,99.38,99.61,,4752.29,56.56,96.05,98.18,100,8.29,74.67,100,0,0.2,0.05,,100,100,-103.59,86.99,29.67,100
PB_E_T2_HS_UPA121A_A,23-Apr-23,404-02-700121-11,99.65,99.81,,2017.15,257.64,99.04,94.17,100,7.63,90.53,100,0.6,0.46,0.38,,100,100,-107.86,82.11,38.93,100
,24-Apr-23,404-02-700121-11,99.59,99.63,,2499.25,149.52,98.6,95.68,100,7.73,90.17,99.66,0.93,0.27,0.23,,98.51,98.63,-106.43,82.8,54.08,100
,25-Apr-23,404-02-700121-11,99.61,100,,4472.89,246.42,99.2,100,100,8.72,68.75,100,0.99,0.16,0.14,,99.61,97.44,-107.27,63.48,41.98,84.23
,26-Apr-23,404-02-700121-11,99.81,99.71,,1977.87,177.21,99.26,97.6,100,7.99,89.25,99.13,0,0.19,0.45,,99.36,98.88,-107.15,88.68,59.05,100
,27-Apr-23,404-02-700121-11,99.65,99.88,,1636.92,125.66,99.1,97.52,100,7.72,96.78,100,0.9,0.31,0.49,,99.51,100,-106.49,90.13,53.81,100
PB_E_T2_HS_UPA121B_B,23-Apr-23,404-02-700121-12,99.6,99.91,,1990.49,235.32,94.64,98.88,100,6.14,88.4,99.42,0.88,0.13,0.12,,100,100,-105.83,54.01,47.24,100
,24-Apr-23,404-02-700121-12,99.66,99.77,,2533.84,210.42,93.46,99.03,100,6.03,82.78,98.99,0,0.12,0.21,,99.36,100,-108.89,47.34,51.62,100
,25-Apr-23,404-02-700121-12,99.12,99.74,,1711.45,157.26,96.33,99.29,100,5.95,82,100,0,0.17,0.06,,98.99,99.63,-107.42,40.18,48.52,84.23
,26-Apr-23,404-02-700121-12,99.68,99.84,,2715.68,226.64,94.46,99.78,100,6.39,79.4,100,1.69,0.06,0.07,,96.63,97.33,-107.7,49.13,51.68,100
,27-Apr-23,404-02-700121-12,99.79,99.64,,1757.64,172.69,94.17,99.48,100,6.42,89.85,99.54,0,0.2,0.37,,97.53,97.21,-107.83,56.19,54.05,100
PB_E_T2_HS_UPA121C_C,23-Apr-23,404-02-700121-13,99.64,99.3,,4192.24,260.35,98.5,97.79,100,7.18,62.9,100,2.25,0.57,2.26,,98.9,99.05,-111.83,49.14,32.09,100
,24-Apr-23,404-02-700121-13,99.31,99.74,,2452.53,133,98.22,97.17,100,6.43,76.5,100,0.68,0.5,0.35,,98.31,99.56,-108.29,44.69,31.57,100
,25-Apr-23,404-02-700121-13,99.33,99.69,,2096.37,205.14,97.63,97.28,100,6.4,77.75,100,0.85,0.24,0.46,,99.07,98.15,-109.52,40.16,27.82,84.23
,26-Apr-23,404-02-700121-13,99.63,99.93,,2110.53,192.05,98.36,95.77,100,6.53,89.4,98.57,1.06,0.49,0.63,,98.93,99.28,-110.4,49.87,31.39,100
,27-Apr-23,404-02-700121-13,99.49,99.77,,1785.54,136.52,97.99,90.53,100,6.5,88.15,100,2.99,1.36,0.81,,99.18,99.52,-109.35,44.16,27.96,100
PB_E_T2_HS_UPK008A_A,23-Apr-23,404-02-705008-11,99.95,99.63,,10517.75,378.31,98.65,100,100,9.9,46.73,100,0,0.01,0.04,,95.35,90.48,-106.09,54.19,22.19,100
,24-Apr-23,404-02-705008-11,99.93,99.92,,3100.41,281.55,97.85,100,100,7.98,81.3,100,0,0.03,0.49,,100,100,-105.45,55.31,26.23,100
,25-Apr-23,404-02-705008-11,100,99.88,,4968.55,521.46,96.47,99.35,100,8.05,67.45,100,0,0.09,0.07,,100,100,-107.03,56.11,22.93,100
,26-Apr-23,404-02-705008-11,100,99.98,,10237.43,770.94,92.73,94.34,100,9.55,50.05,100,0,0.25,0.14,,89.66,83.33,-104.14,41.86,21.36,82.29
,27-Apr-23,404-02-705008-11,99.96,99.89,,10727.94,380.57,97.22,100,100,9.75,31.85,100,0,0,0,,100,100,-105.44,15.81,7.3,46.62
PB_E_T2_HS_UPK008B_B,23-Apr-23,404-02-705008-12,99.71,99.81,,5296.58,311.83,97.3,100,100,8.46,73.42,100,1.27,0.02,0.34,,98.15,100,-104.54,64.61,33.27,100
,24-Apr-23,404-02-705008-12,99.97,99.9,,9263.29,232.67,98.28,94.29,100,8.78,56.42,100,0,0.27,0.05,,100,100,-103.94,61.37,28.18,100
,25-Apr-23,404-02-705008-12,99.78,99.81,,8309.62,229.92,95,100,100,8.68,52.55,100,0,0.08,0.42,,100,100,-104.39,56.35,31.48,100
,26-Apr-23,404-02-705008-12,99.16,99.22,,5988.93,176.35,96.43,100,100,8.59,71.6,100,0,0.02,0.54,,100,100,-106.4,49.48,25.81,82.29
,27-Apr-23,404-02-705008-12,100,100,,11488.15,324.01,95.6,100,100,9.45,39.45,98.86,0,0.19,0.61,,100,100,-105.37,15.12,5.12,46.62
PB_E_T2_HS_UPK008C_C,23-Apr-23,404-02-705008-13,99.36,99.65,,2808.53,238.96,97.01,90.85,100,8.73,90.92,100,0,0.15,0.56,,96.33,96.26,-106.5,118.84,51.07,100
,24-Apr-23,404-02-705008-13,96.59,98.24,,3867.69,117.42,91.38,91.24,100,9.29,89.28,99.13,0.62,0.23,0.93,,93.4,93,-107.06,94.64,46.66,100
,25-Apr-23,404-02-705008-13,95.43,96.99,,6564.18,79.87,98.25,87.25,100,9.93,69.35,98.78,0,0.03,0.63,,100,100,-103.64,94.27,42.02,100
,26-Apr-23,404-02-705008-13,93.88,96.4,,9300.96,87.72,98.04,94.12,100,10.22,60.05,99.57,0,0.14,0.42,,99.07,99,-107.27,72.19,36.89,82.29
,27-Apr-23,404-02-705008-13,96.65,98.46,,9382.85,191.25,92.73,89.33,100,10.21,58.17,98.06,3.81,0.27,1.12,,91.94,91.8,-106.67,32.19,13.78,46.62
PB_E_T2_HS_UPK051A_A,23-Apr-23,404-02-710051-11,99.87,99.93,,5288.12,174.85,98.67,100,100,8.35,71,100,0,0.09,0.22,,100,100,-106.36,92.08,43.5,100
,24-Apr-23,404-02-710051-11,99.83,99.93,,4808.1,193.71,95.65,100,100,8.3,89.15,100,0,0.12,0.03,,100,100,-104.23,89.06,40.5,100
,25-Apr-23,404-02-710051-11,99.52,99.93,,2725.85,126.77,97.67,100,100,8.26,93.33,100,0,0.09,0.01,,98.46,97.96,-105.1,89.16,45.9,100
,26-Apr-23,404-02-710051-11,99.6,99.79,,2250.55,120.08,100,100,100,8.24,94.83,100,0,0.04,0.02,,98.36,98.04,-104.62,98.98,44.52,97.86
,27-Apr-23,404-02-710051-11,99.95,99.95,,3153.29,162.13,94.52,98.7,100,8.26,92.12,100,0,0.26,0.01,,100,100,-105.99,107.92,46.12,100
PB_E_T2_HS_UPK051B_B,23-Apr-23,404-02-710051-12,99.86,99.82,,3133.81,159.36,93.16,96.61,100,8.25,88.62,99.6,1.6,0.29,0.06,,99.01,100,-105.57,106.74,44.61,100
,24-Apr-23,404-02-710051-12,99.72,99.9,,2261.14,149.77,98.76,98.19,100,7.89,90.5,100,0,0.2,0.08,,100,100,-105.44,95.71,49.58,100
,25-Apr-23,404-02-710051-12,99.88,99.4,,3229.49,131.18,98.01,98.17,100,8.21,78.05,99.64,0,0.24,0.13,,98.1,96.92,-105.22,101.38,48.54,100
,26-Apr-23,404-02-710051-12,99.77,99.81,,2000.74,78.67,96.27,100,100,7.71,94.42,99.65,0,0.39,0.06,,96.51,95.77,-104.59,92.15,55.52,97.86
,27-Apr-23,404-02-710051-12,99.77,99.85,,1983.26,219.89,95.21,99.37,100,8.03,95.3,100,0,0.27,0.16,,97.98,98.68,-105.49,99.88,60.05,100
PB_E_T2_HS_UPK051C_C,23-Apr-23,404-02-710051-13,99.94,99.94,,11483.68,297.56,97.73,100,100,9.14,71.3,100,0,0.03,0.04,,100,100,-109.11,86.64,21.81,100
,24-Apr-23,404-02-710051-13,99.79,99.87,,4323.47,276.79,97.3,100,100,8.49,75.22,100,0,0.06,0.03,,100,100,-104.12,74.22,30.54,100
,25-Apr-23,404-02-710051-13,99.8,99.87,,5261.67,185.06,94.44,100,100,8.25,67.9,100,0,0.01,0.11,,98.15,97.44,-105.27,79.06,29.68,100
,26-Apr-23,404-02-710051-13,99.94,99.97,,10361.57,319.8,96.92,100,100,8.81,67.47,100,0,0.04,0.01,,95.24,94.44,-106.22,83.64,33.89,97.86
,27-Apr-23,404-02-710051-13,99.98,99.92,,8972.87,262.12,78.95,100,100,8.71,74.83,100,0,0.02,0.01,,100,100,-105.21,76.57,38.9,100
PB_E_T2_HS_UPK109A_A,23-Apr-23,404-02-703109-11,99.75,99.6,,8781.35,211.05,100,92.98,100,9.17,47.27,100,0.85,0.16,0.1,,95.56,75,-102.45,59.26,31.95,100
,24-Apr-23,404-02-703109-11,99.77,99.7,,9991.07,236.23,100,98.11,100,9.54,39.23,100,0,0.13,0.02,,97.92,91.67,-100.64,51.61,28.63,100
,25-Apr-23,404-02-703109-11,100,99.77,,6618.46,280.48,99.14,100,100,8.87,58.83,100,0,0.12,0.07,,98.36,100,-101.4,53.85,34.9,100
,26-Apr-23,404-02-703109-11,99.94,99.3,,14654.48,370.52,100,96.15,100,9.51,32.62,100,0,0.08,0.21,,94.74,84.21,-104.02,46.96,30.28,100
,27-Apr-23,404-02-703109-11,99.73,99.72,,8947.46,474.64,99.03,100,100,9.29,57.1,100,0,0.07,0.14,,98.68,95.24,-101.35,48.92,27.68,100
PB_E_T2_HS_UPK109B_B,23-Apr-23,404-02-703109-12,99.79,99.95,,7078.12,359.95,100,88.89,100,9.62,63.2,100,0,0.04,0.05,,100,100,-98.79,76.03,25.89,100
,24-Apr-23,404-02-703109-12,99.76,99.85,,5330.3,368.47,100,100,100,9.48,76.65,100,2.35,0.35,0.02,,97.22,100,-99.6,64.79,24.76,100
,25-Apr-23,404-02-703109-12,99.88,99.81,,6368.8,312.47,100,100,100,9.31,65.62,100,0,0.01,0.01,,100,100,-98.06,60.88,34.93,100
,26-Apr-23,404-02-703109-12,99.96,99.98,,7722.48,541.95,98.36,100,100,9.74,65.53,100,0,0.03,0.05,,100,100,-99.42,60.16,26.99,100
,27-Apr-23,404-02-703109-12,99.93,99.86,,4479.78,353.71,100,100,100,9.48,76.97,99,0,0.12,0.01,,97.14,100,-98.29,60.95,28.79,100
PB_E_T2_HS_UPK109C_C,23-Apr-23,404-02-703109-13,99.67,99.82,,7280.23,366.19,95.83,97.37,100,8.25,76.92,98.84,0,0.06,0.01,,97.67,100,-100.76,47.56,21.43,100
,24-Apr-23,404-02-703109-13,99.7,99.48,,5780.67,421.09,93.75,100,100,8.24,45.95,100,0,0.12,0.04,,96.77,96.15,-102.16,36.37,17.14,100
,25-Apr-23,404-02-703109-13,99.92,100,,20755.71,457.85,97.73,100,100,8.65,33.62,100,1.59,0.25,0.04,,100,100,-102.33,41.06,19.25,100
,26-Apr-23,404-02-703109-13,99.79,99.84,,8932.74,381.59,98.61,98.48,100,8.62,47.45,99.04,0,0.55,0.05,,97.22,96.77,-102.41,37.25,19.51,100
,27-Apr-23,404-02-703109-13,99.85,99.67,,6532.27,256.73,96,100,100,8.1,55.35,98.97,0,0.06,0.14,,100,100,-103.12,40.32,22.69,100
PB_E_T2_HS_UPK112A_A,23-Apr-23,404-02-702112-11,99.52,99.82,,11770.29,202.34,97.06,97.74,100,8.82,55.45,100,0,0.3,0.07,,100,100,-103.01,77.57,25.54,100
,24-Apr-23,404-02-702112-11,99.8,99.95,,13045.54,245.93,99.15,97.38,100,8.46,54.62,100,0,0.28,0.19,,96.63,98.04,-103.05,79.13,36.01,100
,25-Apr-23,404-02-702112-11,99.13,99.87,,8071.59,144.15,97.39,98.11,100,8.73,78.9,99.49,0,0.36,0.11,,94.06,93.51,-103.57,92.12,34.7,100
,26-Apr-23,404-02-702112-11,99.76,99.99,,7159.86,202.33,96.62,96.24,100,8.19,70.12,99.26,0.95,0.17,0.02,,100,100,-102.95,78.16,33.56,100
,27-Apr-23,404-02-702112-11,99.88,99.92,,7260.55,240.3,96.28,96,100,8.39,66.05,100,0,0.21,0.05,,99.12,98.91,-103.12,78.29,32.23,100
PB_E_T2_HS_UPK112B_B,23-Apr-23,404-02-702112-12,99.64,99.93,,5833.97,246.47,98.44,95.12,100,7.95,66.53,100,1.47,0.17,0.08,,93.88,91.89,-105.67,63.16,35.2,100
,24-Apr-23,404-02-702112-12,99.88,99.95,,10836.29,306.8,96.77,97.83,100,8.09,69.58,100,0,0.11,0.03,,99.02,98.44,-104.76,68.52,38.47,100
,25-Apr-23,404-02-702112-12,99.53,99.87,,3842.03,315.28,100,97.01,100,8.45,75.1,99.42,0,0.17,0.08,,98.78,100,-106.13,55.7,39.88,100
,26-Apr-23,404-02-702112-12,100,99.93,,4836.91,273.77,100,98.18,100,8.45,72.22,98.92,0,0.21,0.07,,98.97,98.77,-105.61,60.41,37.75,100
,27-Apr-23,404-02-702112-12,99.64,99.88,,3440.36,247.19,100,99.06,100,7.82,78.55,100,4.76,0.13,0.01,,100,100,-105.94,61.24,40.54,100
PB_E_T2_HS_UPK112C_C,23-Apr-23,404-02-702112-13,99.89,99.98,,7234.85,381.06,96,100,100,9.22,77.05,100,0,0.17,0.02,,98.06,98.84,-103.09,112.37,53.94,100
,24-Apr-23,404-02-702112-13,99.9,99.88,,3482.55,193.9,100,90.95,100,8.54,86.35,100,0.58,0.18,0.03,,97.46,96.59,-104.55,94.96,62.97,100
,25-Apr-23,404-02-702112-13,99.86,99.97,,3771.31,250.67,97.06,94.92,100,8.71,82.4,100,0,0.17,0.05,,100,100,-102.48,101.5,57.14,100
,26-Apr-23,404-02-702112-13,99.86,99.92,,2765.09,314.98,93.94,97.35,100,8.62,97.2,99.65,0,0.2,0.05,,98.92,98.78,-103.71,107.9,55.4,100
,27-Apr-23,404-02-702112-13,99.8,99.95,,3716.02,226.77,100,98.7,100,8.85,87.15,100,0,0.17,0.01,,97.56,96.97,-102.67,105.63,55.61,100
PB_E_T2_HS_UPK113A_A,23-Apr-23,404-02-704113-11,99.55,99.94,,7577.74,185.87,99.54,98.33,100,9.2,46.9,100,0,0.07,0.09,,100,100,-105.74,48.12,32.08,100
,24-Apr-23,404-02-704113-11,99.96,99.62,,7354.65,339.51,100,100,100,8.19,41.5,100,0.87,0.1,0.1,,96.83,94.44,-102.79,44.01,40.74,99.88
,25-Apr-23,404-02-704113-11,99.96,100,,11450.1,320.69,100,100,100,9.18,66.28,100,0,0.04,0.02,,100,100,-103.18,71.99,49.84,100
,26-Apr-23,404-02-704113-11,99.92,99.58,,16509.72,508.83,99.32,98.57,100,9.63,32.4,100,0,0.08,0.03,,100,100,-102.05,55.63,45.4,100
,27-Apr-23,404-02-704113-11,99.79,99.92,,6483.57,397.08,100,100,100,9.26,56.67,100,1.97,0.55,0.06,,98.72,96.15,-102,51.51,40.28,100
PB_E_T2_HS_UPK113B_B,23-Apr-23,404-02-704113-12,99.72,99.92,,8688.26,283.77,97.9,91.84,100,9.32,48.58,100,3.39,0.14,0.08,,93.33,88.89,-103.6,47.04,24.86,100
,24-Apr-23,404-02-704113-12,99.9,100.03,,6064.17,253.84,95.93,96.77,100,8.6,59.58,100,3.12,0.23,0.04,,97.96,96,-104.04,48.05,26.03,100
,25-Apr-23,404-02-704113-12,99.3,99.46,,6505.75,135.49,98.77,100,100,8.39,58.98,99.38,0.83,0.12,0.79,,98.21,96.3,-108.92,56.72,28.18,100
,26-Apr-23,404-02-704113-12,99.97,99.96,,5661.98,347.72,94.62,98.7,100,8.82,56.17,100,0,0.2,0.27,,98.68,95.83,-104.22,49.29,27.89,100
,27-Apr-23,404-02-704113-12,99.83,99.95,,8058.47,298.93,97.04,100,100,9.48,55.65,99.09,0,0.13,0.06,,98,96.77,-104.31,55.02,33.68,100
PB_E_T2_HS_UPK113C_C,23-Apr-23,404-02-704113-13,99.75,99.85,,6642.28,312.58,99.21,86.79,100,8.56,58.98,100,0,0.07,0.02,,100,100,-105.62,43.91,25.54,100
,24-Apr-23,404-02-704113-13,99.9,99.9,,11723.45,279.64,97.89,100,,9.02,44.17,100,12.86,0.1,0.08,,79.17,57.14,-104.27,34.98,35.18,99.88
,25-Apr-23,404-02-704113-13,99.81,99.92,,5116.55,266.06,100,93.48,100,8.31,71.67,100,1.28,0.14,0.07,,98.15,96.15,-106.18,53.68,24.77,100
,26-Apr-23,404-02-704113-13,99.62,99.55,,11008.52,494.03,100,97.83,100,9.04,36.08,99.31,2.88,0.06,0.07,,90.48,83.33,-104.55,39.57,27.41,100
,27-Apr-23,404-02-704113-13,99.59,99.98,,7323.89,272.61,99.6,93.62,100,8.81,44.48,100,0,0.26,0.03,,100,100,-103.77,41.99,33.13,100
PB_E_T2_HS_UPT001A_A,23-Apr-23,404-02-730001-11,99.81,99.93,,8656.36,663.37,97.12,98.78,100,7.52,45.75,100,0,0.47,0.03,,100,100,-106.67,28.24,4.15,100
,24-Apr-23,404-02-730001-11,99.89,99.95,,7695.33,710.1,98.81,99.17,100,9.6,51.15,99.81,0,0.08,0.02,,100,100,-100.84,48.77,37.51,100
,25-Apr-23,404-02-730001-11,99.86,99.9,,5457.79,694.43,98.02,99.42,100,9.17,55.12,99.77,0,0.07,0.02,,99.35,99.1,-102.23,51.86,30.78,100
,26-Apr-23,404-02-730001-11,99.92,99.89,,9326.61,511.97,95.47,99.44,100,10.34,41.23,100,0.4,0.05,0.01,,100,100,-101,42.52,21.65,100
,27-Apr-23,404-02-730001-11,99.68,99.99,,10097.91,564.12,97.68,100,100,10.32,42.7,100,0,0.02,0.02,,100,100,-101.05,37.23,18.07,100
PB_E_T2_HS_UPT001B_B,23-Apr-23,404-02-730001-12,100,100,,18518.03,344.52,100,100,100,8.61,4.97,100,0,0.01,0.02,,100,100,-100.53,2.28,1.39,100
,24-Apr-23,404-02-730001-12,99.9,99.89,,9076.06,734.33,99.46,98.33,100,9.62,33.75,100,0,0.11,0.02,,99.29,97.67,-100.45,18.6,17.96,100
,25-Apr-23,404-02-730001-12,99.96,99.94,,12136.16,539.97,99.2,98.67,100,10.26,31.23,100,0,0.12,0.02,,100,100,-100.36,18.5,18.7,100
,26-Apr-23,404-02-730001-12,99.93,99.83,,13348.23,583.36,99.51,100,100,10.67,31.93,100,0,0.04,0.01,,100,100,-100.2,20.4,20.19,100
,27-Apr-23,404-02-730001-12,100,99.9,,13996.3,701.62,100,100,100,11.11,29.57,100,0,0.07,0.01,,100,100,-99.49,18.81,19.9,100
PB_E_T2_HS_UPT001C_C,23-Apr-23,404-02-730001-13,98.7,99.66,,9983.9,494.55,95.61,100,,7.53,6.25,100,0,0.2,0.05,,100,100,-101.02,2.54,1.03,100
,24-Apr-23,404-02-730001-13,99.85,99.87,,5410.04,545.15,97.42,98.77,100,8.63,56.3,100,0,0.17,0.04,,100,100,-100.54,28.47,35.14,100
,25-Apr-23,404-02-730001-13,99.9,99.93,,6561.38,441.23,97.99,100,100,9.08,54.2,100,0,0.27,0.08,,98.36,98.43,-100.17,27.25,29.62,100
,26-Apr-23,404-02-730001-13,99.82,99.97,,8511.58,557.44,98.23,99.36,100,9.35,44.15,99.78,0,0.16,0.01,,98.78,98.99,-99.67,23.55,25.72,100
,27-Apr-23,404-02-730001-13,99.78,99.9,,13165.83,587.21,98.9,100,100,9.76,35.77,99.59,0,0.25,0.05,,100,100,-99.36,22.77,16.48,100
PB_E_T2_HS_UPT124A_A,23-Apr-23,404-02-712124-11,99.83,99.89,,10995.97,412.98,98.59,100,100,8.8,40.17,100,0,0.51,0.03,,100,100,-105.47,28.02,6.4,100
,24-Apr-23,404-02-712124-11,99.88,99.85,,4724.87,331.16,100,100,,7.19,68.12,96.77,0,0.24,0.06,,100,100,-103.74,32.09,12.19,100
,25-Apr-23,404-02-712124-11,99.71,99.84,,5624.04,421.6,91.18,100,100,7.45,60.62,100,0,0.69,0.06,,100,100,-102.36,31.24,12.02,100
,26-Apr-23,404-02-712124-11,99.9,99.76,,8725.75,319.84,97.92,100,100,8.61,47.95,100,1.47,0.57,0.05,,100,100,-103.29,35.9,12.13,100
,27-Apr-23,404-02-712124-11,99.77,100,,4708.33,449.79,91.38,100,100,8.03,63.3,100,0,0.54,0.03,,100,100,-104.24,34.83,9.31,99.89
PB_E_T2_HS_UPT124B_B,23-Apr-23,404-02-712124-12,99.79,99.94,,11055.24,379.03,97.1,98.77,100,8.71,50.6,100,0,0.04,0.02,,100,100,-104.04,58.31,15.89,100
,24-Apr-23,404-02-712124-12,99.88,99.84,,6943.73,301.54,97.92,100,100,8.71,66.97,100,0,0.09,0.01,,100,100,-106.54,56.46,17.52,100
,25-Apr-23,404-02-712124-12,99.84,99.93,,9667.18,272.66,95.5,99.41,100,8.33,51.35,100,0,0.08,0.03,,100,100,-103.44,52.49,19.6,100
,26-Apr-23,404-02-712124-12,99.82,99.87,,8859.07,223.53,100,100,100,8.44,63.4,100,0,0.07,0.01,,100,100,-106.1,61.68,14.9,100
,27-Apr-23,404-02-712124-12,99.95,99.83,,6448.53,464.13,97.37,100,100,8.19,62.85,100,0,0.17,0.01,,100,100,-105.68,59.68,18.41,100
PB_E_T2_HS_UPT124C_C,23-Apr-23,404-02-712124-13,100,99.87,,7258.31,396.83,100,100,,8.45,59.5,100,0,0.03,0.02,,100,100,-103.96,52.47,10.62,100
,24-Apr-23,404-02-712124-13,100,100,,3186.76,436.36,98,100,100,7.71,87.25,100,0,0.04,0.01,,100,100,-101.34,52.73,15.84,100
,25-Apr-23,404-02-712124-13,99.87,99.93,,6077.37,489.26,100,100,100,8.49,68.6,100,0,0.03,0.01,,100,100,-105.49,53.55,7.97,100
,26-Apr-23,404-02-712124-13,100,100,,5243.41,359.85,100,100,100,7.92,68.62,100,2.94,0.21,0.01,,100,100,-102.49,52.58,11.58,100
,27-Apr-23,404-02-712124-13,100,99.6,,4793.29,291.01,98.15,100,100,8.63,78.97,97.83,0,0.01,0.03,,100,100,-104.59,69.86,18.65,100
PB_E_T2_HS_UPT125A_A,23-Apr-23,404-02-704125-11,100,100,,5738.6,562.01,100,100,,7.84,56.05,100,0,0,0.02,,100,100,-108.09,32.36,15.16,100
,24-Apr-23,404-02-704125-11,99.76,100,,13311.73,277.35,100,98.25,100,8.69,34.05,100,0,0,0.01,,100,100,-104.78,35.09,13.54,100
,25-Apr-23,404-02-704125-11,99.85,100,,17916.95,247.99,100,100,100,8.44,41.1,100,0,0.02,0.02,,100,100,-105.93,42.82,12.11,100
,26-Apr-23,404-02-704125-11,99.67,100,,4637.8,218.43,100,100,,6.96,73.92,100,0,0.02,0.01,,100,100,-107.07,33.38,14.24,100
,27-Apr-23,404-02-704125-11,99.87,100,,14911.5,596.66,100,100,,8.7,25.52,100,0,0.01,0.03,,91.89,90.91,-106.77,36.56,17.09,100
PB_E_T2_HS_UPT125B_B,23-Apr-23,404-02-704125-12,100,99.92,,24923.58,981.36,100,100,100,10.83,22.62,100,0,0.02,0.01,,100,100,-98.73,30.33,14.71,100
,24-Apr-23,404-02-704125-12,100,100,,16666.16,462.9,100,100,,9.45,23.48,100,0,0.23,0.02,,100,100,-101.06,24.22,13.2,100
,25-Apr-23,404-02-704125-12,99.88,100,,12054.65,551.6,100,100,,9.25,35.02,100,0,0.15,0.01,,100,100,-104.91,23.51,13.38,100
,26-Apr-23,404-02-704125-12,100,100,,30198.05,934.98,100,100,,9.69,29,100,1.79,0.01,0.01,,100,100,-98.5,32.62,17.7,100
,27-Apr-23,404-02-704125-12,100,99.92,,15987.79,513.17,100,100,,9.52,33.42,100,0,0.04,0.01,,100,100,-100.47,39.05,17.56,100
PB_E_T2_HS_UPT125C_C,23-Apr-23,404-02-704125-13,99.96,99.81,,3457.12,293.12,100,100,100,8.15,84.38,100,0,0.03,0.07,,100,100,-108.41,92.48,26.69,100
,24-Apr-23,404-02-704125-13,99.96,99.65,,4356.95,301.63,100,99.6,100,8.64,71.85,100,0,0.04,0.01,,100,100,-108.91,79.51,25.74,100
,25-Apr-23,404-02-704125-13,99.93,99.7,,7429.98,246.5,100,98.91,100,8.05,70.35,100,0,0.02,0.03,,98.84,98.8,-106.75,96.61,29.34,100
,26-Apr-23,404-02-704125-13,99.84,99.7,,2641.72,388.88,100,99.61,100,7.85,83.7,100,0,0.13,0.08,,100,100,-108.22,93.78,24.47,100
,27-Apr-23,404-02-704125-13,99.88,99.87,,1490.17,127.34,100,100,100,7.66,94.1,100,0,0.01,0.02,,100,100,-108.46,92.22,32.3,100
PB_E_T2_HS_UPT132A_A,23-Apr-23,404-02-702132-11,99.95,99.92,,11402.46,548.49,100,100,100,9.24,39.08,100,0,0,0.03,,100,100,-103.04,39.13,19.04,100
,24-Apr-23,404-02-702132-11,99.95,99.84,,6766.38,490.76,97.87,96.55,100,7.85,51.38,100,0,0.17,0.03,,100,100,-101.57,36.92,23.71,100
,25-Apr-23,404-02-702132-11,99.89,99.97,,17554.24,582.85,100,100,100,9.4,51.77,100,0,0.02,0.02,,100,100,-100.42,44.06,22.66,99.99
,26-Apr-23,404-02-702132-11,99.95,100,,14245.28,2842.43,100,100,100,9.31,27.88,100,0,0.02,0.01,,100,100,-100.84,41.87,23.92,99.82
,27-Apr-23,404-02-702132-11,99.75,99.97,,9057.28,334.99,100,100,100,8.52,48.6,100,0,0.03,0.01,,100,100,-101.86,49.39,14.99,99.07
PB_E_T2_HS_UPT132B_B,23-Apr-23,404-02-702132-12,99.84,99.54,,2224.11,131.72,98.28,100,100,7.03,90.2,100,0,0.02,0.28,,100,100,-104.19,95.21,41.06,100
,24-Apr-23,404-02-702132-12,100,99.43,,2815.76,441.53,98.84,98.55,100,7.69,88.78,100,0.55,0.03,0.02,,100,100,-104.32,95.87,39.86,100
,25-Apr-23,404-02-702132-12,100,99.89,,3617.44,488.75,100,100,100,7.26,81.5,100,0,0.16,0.25,,93.94,93.44,-105.96,97.07,35.78,99.99
,26-Apr-23,404-02-702132-12,99.98,99.78,,4523.05,354.74,98.53,90.52,100,7.46,79.47,100,0.72,0.12,0.04,,97.37,97.06,-103.54,91.04,47.62,99.82
,27-Apr-23,404-02-702132-12,99.87,99.85,,3168.22,314.15,97.12,80.98,100,7.3,91.15,100,0,0.13,0.64,,100,100,-105.39,99.67,36.68,99.07
PB_E_T2_HS_UPT132C_C,23-Apr-23,404-02-702132-13,99.91,99.98,,3073.8,188.72,97.22,100,100,7.88,85.53,100,0,0.07,0.07,,100,100,-103.17,96.97,38.15,100
