"Short name",,"4G_ECGI","Radio NW Availability","E-UTRAN Average CQI [CDBH]","UL User Throughput_Kbps [CDBH]","VoLTE Traffic_24Hrs","UL PUCCH SINR [CDBH]","Data Volume DL - Total [MB] [CDBH]","RRC Setup Success Rate [CDBH]","ERAB Setup Success Rate [CDBH]","VoLTE DCR_Nom [CBBH]","VoLTE DCR_Denom [CBBH]","VoLTE DCR [CBBH]","PS handover success rate [LTE Intra System] [CDBH]","VoLTE SRVCC SR_Nom [CBBH]","VoLTE SRVCC SR_Denom [CBBH]","VoLTE SRVCC SR [CBBH]","VoLTE ERAB Setup Success Rate [CBBH]","VoLTE SRVCC SR_Denom","VoLTE SRVCC SR","DL User Throughput_Kbps [CDBH]","Average number of used DL PRBs [CDBH]","Average UE Distance_KM [CDBH]","VoLTE Packet Loss DL [CBBH]","VoLTE Packet Loss UL [CBBH]","4G Data Volume_L1800 [GB]","4G Data Volume_L900 [GB]","MV_4G Data Volume_GB_TDD","4G Data Volume_L2100 [GB]","MV_4G Data Volume_GB","4G Data Volume [GB]","PS Drop Call Rate % [CDBH]"
,"12 Jan 23","405-52-820385-13",96.49,10.88,53.18,40.67,-2.15,4191.08,99.79,100.00,0.00,65.00,0.00,100.00,0.00,0.00,,100.00,0.00,,3637.66,77.58,0.434,4.26,0.86,,,51.79,,51.7855,51.79,
,"13 Jan 23","405-52-820385-13",100.00,10.74,94.52,46.51,1.54,6193.61,99.81,99.49,2.00,136.00,1.47,100.00,0.00,0.00,,100.00,0.00,,3327.66,87.90,0.409,2.79,0.73,,,50.22,,50.2201,50.22,
,"14 Jan 23","405-52-820385-13",99.89,9.31,112.97,55.34,2.52,3611.99,98.93,99.65,0.00,111.00,0.00,100.00,0.00,0.00,,99.24,0.00,,3048.63,75.53,0.454,0.89,0.21,,,55.32,,55.3221,55.32,
,"15 Jan 23","405-52-820385-13",100.00,9.22,113.60,48.34,5.23,3963.62,99.46,99.55,0.00,142.00,0.00,100.00,0.00,0.00,,100.00,0.00,,2681.27,80.70,0.633,1.20,0.36,,,60.84,,60.8385,60.84,0.00
"BH_ZQ_T2_HS_BSTPA-01A_A","11 Jan 23","405-52-820592-11",60.00,11.08,488.81,15.38,3.78,4453.84,99.79,100.00,0.00,28.00,0.00,100.00,0.00,0.00,,100.00,0.00,,15523.90,40.93,0.168,0.01,0.00,,,26.63,,26.6306,26.63,
,"12 Jan 23","405-52-820592-11",41.80,10.86,162.07,12.90,1.16,4620.11,99.93,100.00,0.00,49.00,0.00,100.00,0.00,0.00,,100.00,0.00,,13209.35,35.77,0.183,0.01,0.03,,,28.75,,28.7539,28.75,
,"13 Jan 23","405-52-820592-11",63.60,10.56,178.49,16.65,1.05,3747.28,100.00,99.86,0.00,87.00,0.00,94.83,0.00,0.00,,100.00,0.00,,12702.39,29.40,0.192,0.14,0.30,,,30.25,,30.2473,30.25,
,"14 Jan 23","405-52-820592-11",71.21,10.52,406.97,15.90,4.24,4374.29,99.93,99.93,0.00,54.00,0.00,100.00,0.00,0.00,,100.00,0.00,,11952.02,39.15,0.188,0.01,0.01,,,33.95,,33.9532,33.95,
,"15 Jan 23","405-52-820592-11",77.33,10.93,464.10,24.80,5.89,4145.33,99.92,99.79,0.00,53.00,0.00,96.77,0.00,0.00,,100.00,0.00,,14527.83,33.67,0.187,0.52,0.05,,,40.51,,40.5081,40.51,
"BH_ZQ_T2_HS_BSTPA-01B_B","11 Jan 23","405-52-820592-12",60.00,9.71,177.22,3.94,2.58,1576.12,99.46,100.00,0.00,9.00,0.00,95.24,0.00,0.00,,100.00,0.00,,7538.22,25.97,0.429,0.01,0.05,,,13.31,,13.3127,13.31,
,"12 Jan 23","405-52-820592-12",41.80,9.45,67.88,4.52,-0.02,1989.47,99.43,99.32,1.00,21.00,4.76,95.65,0.00,0.00,,100.00,0.00,,6229.32,27.70,0.488,0.29,0.58,,,11.62,,11.6239,11.62,
,"13 Jan 23","405-52-820592-12",63.60,9.08,70.69,4.70,0.24,1886.78,96.94,99.26,0.00,42.00,0.00,97.18,0.00,0.00,,100.00,0.00,,8372.54,22.57,0.515,0.61,0.73,,,15.56,,15.5640,15.56,
,"14 Jan 23","405-52-820592-12",71.21,8.96,169.99,4.41,4.32,2369.52,99.33,99.88,0.00,5.00,0.00,100.00,0.00,0.00,,100.00,0.00,,7273.14,31.95,0.439,0.07,0.01,,,21.84,,21.8392,21.84,
,"15 Jan 23","405-52-820592-12",76.33,8.84,294.13,4.56,7.18,2405.64,99.45,99.76,0.00,15.00,0.00,94.57,0.00,0.00,,100.00,0.00,,8577.15,31.43,0.496,0.03,0.01,,,26.23,,26.2291,26.23,
"BH_ZQ_T2_HS_BSTPA-01C_C","11 Jan 23","405-52-820592-13",60.00,9.74,291.42,4.39,3.47,1578.79,99.73,99.71,0.00,0.00,,100.00,0.00,0.00,,100.00,0.00,,13811.46,12.32,0.494,0.00,0.00,,,7.93,,7.9299,7.93,
,"12 Jan 23","405-52-820592-13",41.80,9.42,119.78,3.45,1.17,1734.00,99.56,99.74,0.00,2.00,0.00,100.00,0.00,0.00,,100.00,0.00,,11084.35,19.05,0.601,0.00,0.00,,,7.77,,7.7691,7.77,
,"13 Jan 23","405-52-820592-13",63.60,9.12,150.68,5.04,0.78,1921.97,98.95,97.82,0.00,6.00,0.00,90.70,0.00,0.00,,100.00,0.00,,10234.45,23.62,0.615,0.02,0.00,,,11.22,,11.2237,11.22,
,"14 Jan 23","405-52-820592-13",71.21,9.78,675.84,2.38,2.95,2210.35,99.84,98.50,0.00,13.00,0.00,83.33,0.00,0.00,,100.00,0.00,,12369.56,22.25,0.391,0.21,0.08,,,13.75,,13.7549,13.75,
,"15 Jan 23","405-52-820592-13",77.33,9.29,536.04,3.09,4.72,1887.08,99.70,99.88,0.00,6.00,0.00,100.00,0.00,0.00,,100.00,0.00,,13678.68,18.82,0.596,0.02,0.00,,,16.56,,16.5646,16.56,
"BH_ZQ_T2_HS_BSTRV-01A_A","11 Jan 23","405-52-820167-11",97.92,7.55,227.47,81.66,3.46,5987.39,99.89,99.78,2.00,552.00,0.36,97.78,0.00,0.00,,100.00,0.00,,1379.98,98.28,0.400,0.12,0.83,,,81.92,,81.9212,81.92,0.00
,"12 Jan 23","405-52-820167-11",100.00,7.36,154.91,70.52,2.62,5500.41,99.87,99.50,0.00,296.00,0.00,100.00,0.00,0.00,,100.00,0.00,,1133.62,97.78,0.395,2.36,2.93,,,77.29,,77.2857,77.29,
,"13 Jan 23","405-52-820167-11",100.00,8.19,152.62,69.98,2.52,6452.15,99.92,99.47,0.00,384.00,0.00,100.00,0.00,0.00,,100.00,0.00,,1667.82,94.15,0.361,0.01,0.01,,,106.75,,106.7483,106.75,0.00
,"14 Jan 23","405-52-820167-11",99.86,7.49,150.57,66.58,3.34,5141.61,99.92,99.75,0.00,273.00,0.00,100.00,0.00,0.00,,100.00,0.00,,1099.86,98.75,0.452,0.05,0.04,,,93.89,,93.8873,93.89,0.00
,"15 Jan 23","405-52-820167-11",100.00,7.35,270.60,64.73,4.41,5200.95,99.73,99.74,2.00,268.00,0.75,100.00,0.00,0.00,,99.72,0.00,,651.38,99.67,0.962,0.14,0.04,,,104.82,,104.8177,104.82,
"BH_ZQ_T2_HS_BSTRV-01B_B","11 Jan 23","405-52-820167-12",97.92,9.63,55.42,20.11,-0.48,2890.02,99.20,98.97,0.00,63.00,0.00,100.00,0.00,0.00,,100.00,0.00,,9758.90,38.45,0.243,0.10,1.02,,,31.09,,31.0947,31.09,
,"12 Jan 23","405-52-820167-12",100.00,8.26,142.61,19.33,0.25,4943.67,99.87,99.30,0.00,183.00,0.00,100.00,0.00,0.00,,100.00,0.00,,3989.06,75.72,0.306,0.14,0.06,,,32.08,,32.0762,32.08,
,"13 Jan 23","405-52-820167-12",100.00,7.91,422.47,24.51,4.62,4798.36,99.97,99.91,0.00,206.00,0.00,100.00,0.00,0.00,,100.00,0.00,,3535.65,79.50,0.278,0.09,0.02,,,44.08,,44.0775,44.08,
,"14 Jan 23","405-52-820167-12",99.87,7.89,370.39,23.41,5.42,4063.00,99.89,99.97,0.00,152.00,0.00,99.07,0.00,0.00,,100.00,0.00,,3462.77,78.97,0.334,0.20,0.06,,,52.06,,52.0577,52.06,
,"15 Jan 23","405-52-820167-12",100.00,7.51,343.86,25.87,5.72,4242.79,99.94,99.76,0.00,160.00,0.00,100.00,0.00,0.00,,100.00,0.00,,1956.88,91.62,0.292,0.22,0.04,,,59.52,,59.5203,59.52,0.00
"BH_ZQ_T2_HS_BSTRV-01C_C","11 Jan 23","405-52-820167-13",97.92,9.72,185.69,79.96,1.28,9171.04,99.94,99.56,3.00,827.00,0.36,94.38,0.00,0.00,,99.43,0.00,,3579.37,90.47,0.299,2.13,4.57,,,95.25,,95.2489,95.25,0.00
,"12 Jan 23","405-52-820167-13",57.33,11.41,59.37,15.94,-0.45,1672.67,93.20,96.32,6.00,380.00,1.58,100.00,0.00,0.00,,98.44,0.00,,14095.76,16.62,0.286,6.76,7.78,,,8.86,,8.8624,8.86,
,"13 Jan 23","405-52-820167-13",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"14 Jan 23","405-52-820167-13",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"15 Jan 23","405-52-820167-13",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BH_ZQ_T2_HS_BSTWE-04A_A","11 Jan 23","405-52-820571-11",76.35,8.52,343.31,25.26,3.39,5574.37,99.60,99.81,0.00,57.00,0.00,100.00,0.00,0.00,,100.00,0.00,,3362.40,83.45,0.169,0.29,0.08,,,44.72,,44.7207,44.72,0.00
,"12 Jan 23","405-52-820571-11",69.02,8.73,316.23,23.28,1.47,6296.23,99.86,99.93,0.00,20.00,0.00,100.00,0.00,0.00,,100.00,0.00,,4084.97,83.12,0.144,0.17,0.03,,,42.39,,42.3866,42.39,0.00
,"13 Jan 23","405-52-820571-11",72.15,8.85,140.74,21.36,0.45,5634.16,99.51,99.75,0.00,37.00,0.00,99.13,0.00,0.00,,100.00,0.00,,4374.87,79.12,0.163,0.28,0.06,,,46.62,,46.6241,46.62,0.00
,"14 Jan 23","405-52-820571-11",81.17,8.89,524.41,30.15,4.19,5254.38,99.51,99.80,1.00,99.00,1.01,100.00,0.00,0.00,,100.00,0.00,,2715.80,85.25,0.147,0.19,0.06,,,49.70,,49.6951,49.70,0.00
,"15 Jan 23","405-52-820571-11",78.19,8.06,256.30,27.97,3.95,5604.33,99.77,99.88,0.00,39.00,0.00,88.68,0.00,0.00,,100.00,0.00,,1553.36,94.72,0.184,0.06,0.01,,,50.61,,50.6101,50.61,
"BH_ZQ_T2_HS_BSTWE-04B_B","11 Jan 23","405-52-820571-12",76.35,8.93,477.30,15.24,3.54,2767.82,99.76,99.49,0.00,34.00,0.00,100.00,0.00,0.00,,100.00,0.00,,9392.28,37.62,0.160,0.05,0.02,,,26.17,,26.1665,26.17,
,"12 Jan 23","405-52-820571-12",69.02,8.66,145.58,24.24,1.09,6400.75,99.43,99.33,0.00,74.00,0.00,100.00,0.00,0.00,,100.00,0.00,,4274.46,81.53,0.215,0.03,0.01,,,34.87,,34.8750,34.87,0.00
,"13 Jan 23","405-52-820571-12",72.15,9.01,116.98,15.50,0.49,2821.52,96.27,100.00,0.00,4.00,0.00,100.00,0.00,0.00,,100.00,0.00,,7351.25,40.62,0.176,2.39,0.25,,,26.48,,26.4756,26.48,
,"14 Jan 23","405-52-820571-12",81.17,9.09,387.21,11.34,3.88,2282.26,99.63,99.72,0.00,85.00,0.00,100.00,0.00,0.00,,100.00,0.00,,9375.36,35.45,0.148,0.20,0.04,,,24.09,,24.0854,24.09,0.00
,"15 Jan 23","405-52-820571-12",78.19,9.06,556.96,21.38,4.58,2310.48,100.00,99.59,0.00,61.00,0.00,100.00,0.00,0.00,,100.00,0.00,,9491.15,35.73,0.159,0.29,0.03,,,27.70,,27.6977,27.70,0.00
"BH_ZQ_T2_HS_BSTWE-04C_C","11 Jan 23","405-52-820571-13",76.35,8.42,95.76,31.04,1.49,6918.77,93.59,98.71,0.00,69.00,0.00,100.00,0.00,0.00,,99.36,0.00,,1142.29,98.15,0.300,0.20,0.29,,,71.60,,71.6027,71.60,0.00
,"12 Jan 23","405-52-820571-13",69.02,8.35,74.72,32.60,1.44,6358.48,97.03,97.60,0.00,104.00,0.00,100.00,0.00,0.00,,100.00,0.00,,1684.66,95.35,0.289,0.31,0.32,,,63.20,,63.1975,63.20,0.00
,"13 Jan 23","405-52-820571-13",72.15,8.97,68.11,33.52,1.07,6647.14,97.86,98.58,0.00,137.00,0.00,100.00,0.00,0.00,,99.57,0.00,,3289.60,86.05,0.282,0.79,0.30,,,63.72,,63.7189,63.72,0.00
,"14 Jan 23","405-52-820571-13",81.17,8.30,136.63,37.93,1.80,5624.11,96.84,99.23,0.00,91.00,0.00,99.15,0.00,0.00,,100.00,0.00,,1380.52,95.62,0.290,0.34,0.06,,,65.82,,65.8209,65.82,0.00
,"15 Jan 23","405-52-820571-13",78.19,8.14,145.77,40.43,1.83,5920.22,97.15,99.02,0.00,115.00,0.00,100.00,0.00,0.00,,99.23,0.00,,815.22,97.60,0.285,0.21,0.14,,,75.32,,75.3245,75.32,0.00
"BH_ZQ_T2_HS_BSTWE-05A_A","11 Jan 23","405-52-820548-11",100.00,9.47,171.42,73.38,1.07,9917.00,99.55,99.48,1.00,134.00,0.75,100.00,0.00,0.00,,100.00,0.00,,5258.46,85.12,0.513,0.09,0.07,,,132.76,,132.7631,132.76,0.00
,"12 Jan 23","405-52-820548-11",99.99,9.57,120.02,84.86,0.81,7908.22,99.31,99.27,0.00,126.00,0.00,100.00,0.00,0.00,,99.30,0.00,,5526.50,77.78,0.526,0.84,0.93,,,86.96,,86.9578,86.96,0.00
,"13 Jan 23","405-52-820548-11",99.99,9.74,142.27,71.20,0.55,6677.49,99.60,99.71,1.00,111.00,0.90,100.00,0.00,0.00,,99.12,0.00,,8482.74,63.65,0.530,2.26,2.56,,,63.85,,63.8548,63.85,0.00
,"14 Jan 23","405-52-820548-11",99.99,8.95,92.69,62.62,1.00,9263.81,98.01,98.91,0.00,99.00,0.00,100.00,0.00,0.00,,100.00,0.00,,2046.05,96.88,0.521,0.05,0.10,,,115.75,,115.7481,115.75,0.00
,"15 Jan 23","405-52-820548-11",99.99,8.83,252.44,68.16,3.83,9750.29,99.76,99.80,0.00,159.00,0.00,100.00,0.00,0.00,,100.00,0.00,,2956.99,91.90,0.644,0.10,0.05,,,146.52,,146.5159,146.52,0.00
"BH_ZQ_T2_HS_BSTWE-05B_B","11 Jan 23","405-52-820548-12",99.99,8.74,140.34,61.60,3.51,9259.15,99.67,99.67,0.00,207.00,0.00,98.68,0.00,0.00,,99.84,0.00,,1805.61,97.50,0.701,0.17,0.55,,,146.87,,146.8657,146.87,
,"12 Jan 23","405-52-820548-12",99.99,8.99,55.20,70.25,0.34,7329.36,99.52,99.44,1.00,165.00,0.61,94.29,0.00,0.00,,98.81,0.00,,4152.54,81.75,0.673,0.24,0.66,,,77.45,,77.4465,77.45,
,"13 Jan 23","405-52-820548-12",99.99,9.26,147.32,58.43,0.99,7693.27,99.64,99.39,1.00,156.00,0.64,100.00,0.00,0.00,,100.55,0.00,,4410.26,80.92,0.701,3.18,4.72,,,75.45,,75.4460,75.45,
,"14 Jan 23","405-52-820548-12",99.99,8.81,78.93,61.23,3.07,9673.86,99.49,99.54,0.00,131.00,0.00,100.00,0.00,0.00,,100.00,0.00,,2069.06,97.70,0.684,0.13,1.05,,,127.11,,127.1106,127.11,
,"15 Jan 23","405-52-820548-12",100.00,9.11,197.16,81.19,4.76,10154.03,99.08,99.74,1.00,431.00,0.23,97.50,0.00,0.00,,99.78,0.00,,2384.79,93.47,0.820,0.09,0.17,,,172.79,,172.7868,172.79,
"BH_ZQ_T2_HS_BSTWE-05C_C","11 Jan 23","405-52-820548-13",99.99,9.93,451.70,24.50,3.76,2272.94,98.71,99.88,0.00,170.00,0.00,100.00,0.00,0.00,,100.00,0.00,,22334.34,19.25,0.266,0.10,0.04,,,26.43,,26.4350,26.43,
,"12 Jan 23","405-52-820548-13",99.99,9.69,150.67,26.61,0.81,2908.88,99.52,98.42,0.00,188.00,0.00,95.45,0.00,0.00,,100.00,0.00,,10244.08,36.05,0.266,0.06,0.02,,,30.50,,30.5015,30.50,
,"13 Jan 23","405-52-820548-13",99.99,9.91,103.97,25.06,0.05,2565.97,98.98,98.85,0.00,137.00,0.00,93.75,0.00,0.00,,100.00,0.00,,11103.63,31.43,0.226,0.20,0.19,,,25.89,,25.8898,25.89,
,"14 Jan 23","405-52-820548-13",99.99,8.80,478.67,20.83,3.42,2166.18,99.88,99.51,0.00,177.00,0.00,100.00,0.00,0.00,,100.00,0.00,,12383.42,26.57,0.245,0.15,0.07,,,26.35,,26.3464,26.35,
,"15 Jan 23","405-52-820548-13",100.00,8.80,249.88,20.86,3.49,2890.54,100.00,100.00,1.00,59.00,1.69,95.24,0.00,0.00,,98.55,0.00,,9969.32,35.27,0.270,0.18,0.45,,,32.98,,32.9758,32.98,
"BH_ZQ_T2_HS_BSUTR-01A_A","11 Jan 23","405-52-820691-11",95.83,10.89,120.05,64.94,0.54,6227.54,98.68,98.81,0.00,254.00,0.00,,0.00,0.00,,99.62,0.00,,14504.84,44.17,0.385,0.30,0.49,,,90.63,,90.6324,90.63,
,"12 Jan 23","405-52-820691-11",100.00,11.26,124.66,97.05,0.49,6404.99,99.11,99.09,1.00,236.00,0.42,,0.00,0.00,,99.62,0.00,,15063.63,43.00,0.353,0.65,0.72,,,83.96,,83.9635,83.96,
,"13 Jan 23","405-52-820691-11",99.88,11.16,133.26,84.50,0.68,8544.14,98.71,98.72,0.00,259.00,0.00,,0.00,0.00,,99.64,0.00,,8200.02,70.03,0.363,0.62,1.19,,,107.59,,107.5868,107.59,0.00
,"14 Jan 23","405-52-820691-11",100.00,10.26,132.96,83.70,2.06,8867.70,99.39,99.64,0.00,220.00,0.00,,0.00,0.00,,99.18,0.00,,5352.80,79.22,0.307,0.04,0.17,,,113.49,,113.4932,113.49,
,"15 Jan 23","405-52-820691-11",100.00,10.92,204.43,81.88,2.82,9432.27,99.73,99.67,1.00,270.00,0.37,,0.00,0.00,,100.00,0.00,,7700.62,72.97,0.328,0.33,0.59,,,129.84,,129.8351,129.84,
"BH_ZQ_T2_HS_BSUTR-01B_B","11 Jan 23","405-52-820691-12",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"12 Jan 23","405-52-820691-12",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"13 Jan 23","405-52-820691-12",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"14 Jan 23","405-52-820691-12",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"15 Jan 23","405-52-820691-12",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BH_ZQ_T2_HS_BSUTR-01C_C","11 Jan 23","405-52-820691-13",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"12 Jan 23","405-52-820691-13",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"13 Jan 23","405-52-820691-13",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"14 Jan 23","405-52-820691-13",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"15 Jan 23","405-52-820691-13",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BH_ZQ_T2_HS_BSVVC-01A_A","11 Jan 23","405-52-820414-11",100.00,9.22,85.31,10.92,1.26,2241.52,96.06,98.94,0.00,26.00,0.00,100.00,0.00,0.00,,100.00,0.00,,19421.48,18.25,0.621,0.02,0.07,,,24.05,,24.0541,24.05,
,"12 Jan 23","405-52-820414-11",100.00,9.97,111.05,9.66,-0.40,2575.30,93.52,97.79,0.00,116.00,0.00,100.00,0.00,0.00,,100.00,0.00,,24503.83,19.12,0.532,0.15,0.11,,,22.43,,22.4314,22.43,
,"13 Jan 23","405-52-820414-11",100.00,10.00,158.05,12.41,1.50,2331.74,96.59,98.78,0.00,22.00,0.00,100.00,0.00,0.00,,100.00,0.00,,17673.46,20.98,0.485,0.01,0.38,,,27.75,,27.7476,27.75,
,"14 Jan 23","405-52-820414-11",99.88,9.45,214.18,10.43,4.73,1988.52,99.40,99.84,0.00,36.00,0.00,100.00,0.00,0.00,,100.00,0.00,,24160.92,16.02,0.663,0.05,0.05,,,19.48,,19.4791,19.48,
,"15 Jan 23","405-52-820414-11",99.57,9.49,324.03,8.06,4.79,2220.84,99.69,99.72,0.00,68.00,0.00,100.00,0.00,0.00,,100.00,0.00,,12128.26,26.38,0.600,0.06,0.02,,,22.73,,22.7279,22.73,
"BH_ZQ_T2_HS_BSVVC-01B_B","11 Jan 23","405-52-820414-12",100.00,10.87,147.57,57.22,1.08,8406.61,98.66,99.80,0.00,175.00,0.00,97.00,0.00,0.00,,100.00,0.00,,12193.52,56.00,0.417,0.04,0.02,,,90.56,,90.5601,90.56,
,"12 Jan 23","405-52-820414-12",100.00,10.92,65.63,62.96,0.14,7199.78,98.72,99.08,0.00,202.00,0.00,89.06,0.00,0.00,,100.00,0.00,,10062.21,54.12,0.388,0.06,0.12,,,89.57,,89.5683,89.57,
,"13 Jan 23","405-52-820414-12",100.00,10.60,169.49,57.05,1.10,12099.77,99.96,99.90,0.00,196.00,0.00,98.46,0.00,0.00,,100.00,0.00,,6882.98,85.20,0.387,0.02,0.04,,,117.19,,117.1887,117.19,
,"14 Jan 23","405-52-820414-12",99.88,10.67,242.92,50.92,2.29,6272.01,99.89,99.33,0.00,184.00,0.00,98.56,0.00,0.00,,100.00,0.00,,9978.35,55.55,0.447,0.01,0.02,,,94.74,,94.7377,94.74,
,"15 Jan 23","405-52-820414-12",99.57,9.96,410.97,49.24,7.06,8783.22,99.88,99.77,0.00,128.00,0.00,100.00,0.00,0.00,,100.00,0.00,,4667.10,88.97,0.384,0.04,0.01,,,91.42,,91.4175,91.42,
"BH_ZQ_T2_HS_BSVVC-01C_C","11 Jan 23","405-52-820414-13",99.88,10.99,203.21,43.34,1.02,5350.81,99.40,99.94,1.00,119.00,0.84,100.00,0.00,0.00,,100.00,0.00,,15975.27,37.73,0.398,0.07,0.03,,,77.35,,77.3470,77.35,
,"12 Jan 23","405-52-820414-13",98.89,10.69,204.90,43.80,0.61,4164.24,99.50,99.54,2.00,139.00,1.44,98.80,0.00,0.00,,98.64,0.00,,14974.15,34.17,0.485,0.75,1.65,,,55.00,,55.0023,55.00,
,"13 Jan 23","405-52-820414-13",99.76,10.87,178.35,53.61,0.87,7447.24,99.92,99.83,0.00,95.00,0.00,100.00,0.00,0.00,,100.00,0.00,,14344.69,51.27,0.345,0.04,0.20,,,90.53,,90.5284,90.53,0.00
,"14 Jan 23","405-52-820414-13",99.32,10.65,408.25,42.12,7.03,7108.63,99.82,100.00,0.00,114.00,0.00,96.77,0.00,0.00,,100.00,0.00,,11839.91,59.05,0.377,0.11,0.04,,,74.82,,74.8232,74.82,
,"15 Jan 23","405-52-820414-13",99.31,10.45,248.35,45.27,6.90,5877.65,99.72,99.95,0.00,68.00,0.00,100.00,0.00,0.00,,100.00,0.00,,9985.94,56.85,0.391,0.14,0.01,,,78.95,,78.9497,78.95,
"BH_ZQ_T2_HS_BSWAR-01A_A","11 Jan 23","405-52-820500-11",67.40,9.83,269.96,48.90,2.43,8400.24,99.78,99.55,1.00,234.00,0.43,97.06,0.00,0.00,,99.68,0.00,,5953.27,83.55,0.545,0.08,0.12,,,81.50,,81.4974,81.50,0.00
,"12 Jan 23","405-52-820500-11",99.73,11.60,81.73,70.82,0.14,4615.54,97.79,98.45,2.00,238.00,0.84,60.00,0.00,0.00,,100.00,0.00,,22396.05,28.62,0.688,8.80,14.29,,,45.72,,45.7176,45.72,
,"13 Jan 23","405-52-820500-11",100.00,10.41,40.60,72.87,0.23,4624.74,99.24,98.36,0.00,251.00,0.00,93.10,0.00,0.00,,99.75,0.00,,8973.05,47.00,0.449,1.84,3.21,,,53.04,,53.0359,53.04,0.00
,"14 Jan 23","405-52-820500-11",100.00,9.24,212.68,78.28,3.98,9124.21,99.66,99.43,0.00,165.00,0.00,100.00,0.00,0.00,,100.00,0.00,,2116.82,95.45,0.571,0.09,0.10,,,133.90,,133.8965,133.90,0.00
,"15 Jan 23","405-52-820500-11",57.23,10.37,215.68,33.35,3.69,10896.06,99.73,99.75,0.00,197.00,0.00,90.91,0.00,0.00,,100.00,0.00,,4512.14,82.15,0.797,0.06,0.02,,,89.13,,89.1329,89.13,100.00
"BH_ZQ_T2_HS_BSWAR-01B_B","11 Jan 23","405-52-820500-12",92.51,8.70,208.11,43.88,1.39,7783.00,99.55,99.40,0.00,240.00,0.00,62.50,0.00,0.00,,100.00,0.00,,2132.83,95.83,0.366,0.09,0.04,,,100.84,,100.8406,100.84,0.00
,"12 Jan 23","405-52-820500-12",99.92,9.30,102.13,62.17,0.22,5204.86,99.44,98.86,1.00,326.00,0.31,35.48,0.00,0.00,,100.00,0.00,,7571.59,62.58,0.357,0.16,0.24,,,82.79,,82.7903,82.79,0.00
,"13 Jan 23","405-52-820500-12",100.00,9.02,38.90,59.64,0.03,5566.99,98.53,97.95,0.00,273.00,0.00,72.22,0.00,0.00,,100.00,0.00,,4284.93,75.55,0.399,0.15,0.21,,,89.04,,89.0449,89.04,2.00
,"14 Jan 23","405-52-820500-12",100.00,7.80,188.16,42.83,3.33,6208.88,99.23,99.68,0.00,161.00,0.00,100.00,0.00,0.00,,100.00,0.00,,1385.43,97.08,0.449,0.14,0.12,,,113.21,,113.2150,113.21,0.00
,"15 Jan 23","405-52-820500-12",57.23,8.17,280.71,20.57,4.42,7356.93,99.80,99.84,0.00,203.00,0.00,100.00,0.00,0.00,,100.00,0.00,,2865.51,92.62,0.561,0.13,0.11,,,54.98,,54.9766,54.98,0.00
"BH_ZQ_T2_HS_BSWAR-01C_C","11 Jan 23","405-52-820500-13",92.50,8.25,170.82,79.65,3.16,7492.36,99.77,99.66,1.00,249.00,0.40,95.24,0.00,0.00,,100.00,0.00,,3201.96,88.95,0.757,0.22,0.23,,,115.90,,115.9026,115.90,0.00
,"12 Jan 23","405-52-820500-13",99.92,10.65,96.01,18.77,-0.04,3343.00,95.74,95.00,7.00,138.00,5.07,100.00,0.00,0.00,,97.75,0.00,,17717.38,26.95,0.331,5.64,8.38,,,27.12,,27.1212,27.12,
,"13 Jan 23","405-52-820500-13",100.00,9.48,42.57,20.24,-1.05,2153.57,97.95,95.54,6.00,195.00,3.08,100.00,0.00,0.00,,98.86,0.00,,7718.78,33.80,0.509,8.73,8.01,,,20.80,,20.8038,20.80,33.33
,"14 Jan 23","405-52-820500-13",100.00,8.05,168.24,54.13,4.27,7009.44,99.68,99.80,0.00,161.00,0.00,92.86,0.00,0.00,,100.00,0.00,,822.98,99.30,0.578,0.19,0.16,,,110.23,,110.2348,110.23,
,"15 Jan 23","405-52-820500-13",57.23,8.36,220.71,26.09,4.63,8028.85,99.83,99.24,0.00,211.00,0.00,97.50,0.00,0.00,,100.00,0.00,,1773.70,96.65,0.711,0.07,0.04,,,79.79,,79.7944,79.79,
"BH_ZQ_T2_HS_BSZBU-01A_A","11 Jan 23","405-52-820546-11",98.71,11.96,104.87,48.10,0.30,6484.72,90.10,97.84,0.00,151.00,0.00,100.00,0.00,0.00,,100.00,0.00,,11020.29,56.10,0.767,0.76,0.48,,,66.41,,66.4140,66.41,
