Short name,,MV_RRC Setup Success Rate [CDBH],MV_ERAB Setup Success Rate [CDBH],MV_PS Drop Call Rate % [CDBH],MV_DL User Throughput_Kbps [CDBH],MV_UL User Throughput_Kbps [CDBH],MV_PS handover success rate [LTE Intra System] [CDBH],MV_CSFB Redirection Success Rate [CDBH],MV_E-UTRAN Average CQI [CDBH],UL RSSI PUCCH,MV_VoLTE DCR [CBBH],MV_PS handover success rate [LTE Inter System] [CDBH],MV_VoLTE ERAB Setup Success Rate [CBBH],MV_VoLTE IntraF HOSR Exec [CBBH],MV_VoLTE InterF HOSR Exec [CBBH],MV_VoLTE Packet Loss DL [CBBH],MV_VoLTE Packet Loss UL [CBBH],MV_4G Data Volume_GB,MV_VoLTE Traffic
,19-Mar-23,99.69,99.11,0.13,7179.61,778.11,93.25,91.67,8.57,-115.85,0,99.52,99.4,100,98.11,4.79,4.56,22.3096,1.49
,20-Mar-23,99.86,99.47,0.09,8292.55,258.15,91.45,100,8.42,-116.01,0,95.87,100,,100,1.1,0.6,24.0132,2.22
CH_E_T2_HS_HPSC0058A_A,16-Mar-23,99.61,99.8,0.12,22640.25,1135.53,100,80,9.38,-112.79,,100,100,100,,0.09,1.18,43.4295,1.27
,17-Mar-23,99.4,99.38,0.1,13325.94,1721.66,98.59,100,8.56,-113,0,98.7,100,100,,0.16,0.3,31.0913,0.82
,18-Mar-23,99.53,99.53,0.12,20814.3,549.63,99.16,100,9.44,-112.82,0,100,99.14,100,,0.58,0.29,39.9782,1.13
,19-Mar-23,99.75,99.47,0.19,19485.36,2459.26,100,100,9.85,-113.23,0,98.61,100,100,,1.27,0.05,39.9235,1.11
,20-Mar-23,99.58,99.45,0.28,24093.67,780.08,97.2,100,9.83,-112.91,0,99.31,99.25,100,,1.68,0.48,29.6049,1.02
CH_E_T2_HS_HPSC0058B_B,16-Mar-23,100,100,0,13526.56,816.25,100,,7.98,-115.98,0,100,100,100,,2.06,0.38,6.844,0.36
,17-Mar-23,99.76,99.88,0,14774.8,236.96,100,,8.22,-116.33,0,98.44,100,100,,0.09,1.78,6.1214,0.35
,18-Mar-23,99.54,99.81,0.05,18107.83,343.25,99.53,100,8.31,-116.32,0,101.01,100,100,,1.55,1.27,10.9351,0.52
,19-Mar-23,99.69,99.73,0.05,15511.94,362.14,100,100,8.86,-116.83,0,101.32,100,100,,3.19,0.29,14.4253,0.46
,20-Mar-23,100,100,0,14175.63,624.1,100,,8.22,-116.21,0,100,100,100,,1.28,1.38,9.6111,0.27
CH_E_T2_HS_HPSC0058C_C,16-Mar-23,100,100,0,12234.5,735.18,100,,8.25,-115.92,0,100,100,100,,0.61,1.43,13.6305,0.36
,17-Mar-23,100,100,0,13017.96,492.7,100,100,9.25,-116.28,0,100,100,100,,1.08,2.64,12.6963,0.26
,18-Mar-23,99.69,100,0,11065.23,651.77,100,,8.63,-116.32,0,100,97.92,97.92,,0.48,2.46,10.8263,0.47
,19-Mar-23,99.68,99.59,0.17,14970.13,218.44,100,100,8.35,-116.79,0,100,100,100,,0.06,0.78,8.0808,0.29
,20-Mar-23,100,100,0,12277.59,534.36,100,,8.16,-116.07,,,100,100,,1.15,0.24,5.4406,0.19
CH_E_T2_HS_HPSC0079A_A,16-Mar-23,99.91,99.84,0.11,6183.7,570.73,99.64,100,9.22,-110.71,0,99.44,100,100,99.79,0.85,0.73,124.8144,3.2
,17-Mar-23,99.8,99.72,0.22,6163.17,694.35,99.66,100,9.36,-111.01,6.25,99.52,100,100,99.83,3.53,1.27,129.6515,3.43
,18-Mar-23,99.8,99.73,0.2,6521.2,761.68,99.58,100,9.66,-111.19,0,99.29,99.82,100,99.3,3.04,1.06,126.8935,3.35
,19-Mar-23,99.78,99.72,0.12,6595.83,573.24,99.58,100,9.24,-111.84,0,100,99.74,100,99.5,3.7,2.07,117.454,2.71
,20-Mar-23,99.43,99.43,0.34,10727.64,1006.52,99.53,100,9.48,-111.48,0,99.23,99.78,100,99.78,3.13,0.87,120.0105,3.06
CH_E_T2_HS_HPSC0079B_B,16-Mar-23,98.09,97.66,0.56,3597.14,475.68,96.29,100,6.68,-112.24,0,100,100,100,100,7.35,0.68,49.5904,0.99
,17-Mar-23,98.33,98.36,0.28,9265.98,818.21,92.47,100,6.93,-113.19,0,99.43,100,,98.68,3.02,0.72,45.3183,1.12
,18-Mar-23,98.42,98.63,0.32,4030.15,575.38,96.15,100,6.18,-113.35,0,100,100,100,99.47,11.16,5.28,48.5857,1.11
,19-Mar-23,98.85,98.67,0.45,6728.94,273.89,96.77,100,6.73,-113.52,0,98.68,100,100,99.46,1.01,0.8,49.9251,1.15
,20-Mar-23,98.81,99.13,0.32,3365.58,588.58,95.7,100,6.4,-113.28,0,100,100,100,99.03,5.11,0.14,45.0849,0.92
CH_E_T2_HS_HPSC0079C_C,16-Mar-23,99.42,99.02,0.25,3913.47,371.7,97.52,100,7.22,-106.1,0,100.57,100,87.5,99.73,4.05,7.13,63.9903,2.48
,17-Mar-23,99.07,99.09,0.43,3451.55,349.02,95.58,100,7.38,-109.23,0,99.72,100,100,100,2.26,1.75,79.0344,2.67
,18-Mar-23,99.3,99.11,0.21,5872.52,551.22,98.13,100,7.2,-109.4,0,98.62,100,93.75,99.76,6.14,2.32,73.2847,2.53
,19-Mar-23,99.51,99.36,0.2,6409.74,468.14,97.09,100,7.38,-109.71,0,99.63,99.68,100,99.69,1.24,0.66,67.1994,2.1
,20-Mar-23,99.03,99.15,0.35,3573.25,410.4,94.92,100,7.46,-109.51,0,100,100,100,99.16,5.98,5.12,79.2213,2.62
CH_E_T2_HS_HPSC0113A_A,16-Mar-23,99.86,99.86,0.03,7441.69,868.62,100,,8.18,-116.02,0,98.39,98.91,,100,4.72,0.5,48.6537,0.53
,17-Mar-23,99.97,99.87,0.08,11133.77,3042.34,100,100,8.75,-116.21,0,100,100,,100,5.61,6.27,64.2309,0.53
,18-Mar-23,99.89,99.91,0.02,9367.13,479.12,100,100,8.45,-116.08,0,98.59,100,,100,0.28,0.08,50.8028,0.69
,19-Mar-23,99.94,99.93,0.03,11905.71,902.78,100,100,8.61,-116.49,0,100,100,,100,3.66,0.71,58.7034,0.57
,20-Mar-23,99.88,99.84,0.06,8775.3,799.2,100,100,8.24,-116.45,0,100,100,,100,1.31,3.49,49.7351,0.6
CH_E_T2_HS_HPSC0113B_B,16-Mar-23,99.7,99.76,0.16,4535.01,363.52,100,100,6.67,-113.24,0,100,100,100,100,0.35,0.07,53.8701,1.62
,17-Mar-23,99.68,99.41,0.31,4990.53,391.06,93.06,75,6.81,-114.26,0,100,99.24,,100,3.57,1.24,56.0001,0.92
,18-Mar-23,99.22,99.46,0.1,12739.67,201.34,96.36,100,8.39,-113.04,0,98.55,100,,100,1.55,0.82,62.3947,1.09
,19-Mar-23,99.9,99.76,0.29,7725.65,242.76,95.35,100,7.54,-114.53,0,100,100,,100,1.93,2.59,68.7468,0.89
,20-Mar-23,99.65,99.45,0.17,4540.31,283.58,85.71,100,6.38,-114.21,0,99.48,100,,100,4.03,3.58,56.1477,1.01
CH_E_T2_HS_HPSC0113C_C,16-Mar-23,100,99.91,0.05,6572.09,705.65,100,100,7.25,-114.92,,100,100,,100,4.81,0.93,28.646,0.13
,17-Mar-23,99.93,99.81,0.08,7082.67,631.4,100,100,6.13,-115.2,0,95.24,100,,100,0.62,0.38,29.4507,0.18
,18-Mar-23,99.73,99.81,0,6913.36,1105.8,100,,7.7,-115.01,0,100,100,,96.3,2.86,0.51,30.2863,0.22
,19-Mar-23,99.9,99.9,0,7144.79,328.42,100,100,6.6,-115.47,,100,100,,100,3,0,25.4018,0.19
,20-Mar-23,100,99.55,0.06,10114.13,223.12,94.44,100,7.43,-115.67,0,100,100,,100,8.78,0.79,26.9693,0.21
CH_E_T2_HS_HPSC0131A_A,16-Mar-23,99.88,99.89,0.17,2291.33,250.32,97.83,100,7.43,-114.27,0.68,96.43,100,100,100,0.22,0.12,70.9211,53.72
,17-Mar-23,100,99.79,0.12,3950.79,237.39,98.05,,7.44,-114.37,0,79.37,100,95.74,100,0.22,0.16,80.0352,69.32
,18-Mar-23,99.92,99.77,0.18,1905.62,149.36,96.69,66.67,7.28,-114.36,0,96,100,100,100,0.27,0.18,83.6413,59.63
,19-Mar-23,99.97,99.76,0.17,5807.78,221.82,97.5,100,8.22,-114.8,0,95.89,99.48,98.82,100,0.14,0.15,87.6833,55.67
,20-Mar-23,100,99.97,0.1,12780.93,838.39,100,,9.04,-117.46,,100,100,100,,0.01,0.01,4.6427,2.12
CH_E_T2_HS_HPSC0131B_B,16-Mar-23,100,99.89,0,5587.45,378.79,96.6,100,7.62,-114.42,0,98.53,100,99.4,100,0.21,0.17,71.7774,64.63
,17-Mar-23,99.69,99.63,0.22,2939.38,176.79,92.18,100,7.35,-114.74,0,94.68,100,100,100,0.25,0.1,73.327,79.96
,18-Mar-23,99.86,99.8,0.04,3209.99,197.13,95.71,100,7.42,-114.53,0,95.24,100,100,100,0.18,0.18,78.6057,64.49
,19-Mar-23,99.86,99.8,0.12,7551,311.3,97.67,100,8.19,-115.04,0,94.5,100,100,100,0.13,0.12,83.9698,59.96
,20-Mar-23,99.96,100,0,9508.87,1498.58,98.11,100,8.53,-117.37,0,100,100,100,100,0.04,0.18,5.2304,0.81
CH_E_T2_HS_HPSC0131C_C,16-Mar-23,100,99.94,0.04,13000.3,512.66,78.84,100,10.24,-113.95,0.54,100,100,95.52,100,0.07,0.07,72.6848,51.48
,17-Mar-23,99.93,100,0.05,12937.9,337.72,92.61,100,10.24,-114.09,0,98.18,100,88.37,100,0.06,0.06,79.6927,46.88
,18-Mar-23,99.9,99.88,0.15,24103.92,617.65,97.67,100,11.18,-113.88,0,98.21,100,100,100,0.06,0.42,73.4342,44.32
,19-Mar-23,99.95,99.88,0.02,14405.53,442.91,98.81,100,10.48,-113.87,0,98.41,100,100,100,0.05,0.07,84.3303,41.53
,20-Mar-23,100,100,0.04,28076.06,459.52,100,,11.11,-116.18,0,100,100,100,,0.21,0,4.9711,0.09
CH_E_T2_HS_HPSC0185A_A,16-Mar-23,99.97,99.75,0.03,7614.87,320.83,94.74,100,6.88,-113.84,0,99.03,100,,100,0.72,0.11,57.2165,1.2
,17-Mar-23,99.84,99.86,0.05,5544.8,386.62,87.5,100,7.26,-113.92,0,100,100,100,100,2.18,0.97,63.768,1.11
,18-Mar-23,100,99.87,0.02,5654.5,313.77,100,100,7.07,-113.34,0,100,100,100,100,1.06,0.33,56.0434,1.08
,19-Mar-23,99.94,99.91,0.03,8332.46,301.63,97.73,100,7.17,-114.41,0,100,100,100,100,0.24,0.31,83.1446,0.96
,20-Mar-23,99.87,99.8,0,7010.99,295.9,96.15,100,6.8,-114.24,0,100,99.05,100,100,0.18,0.58,68.4972,1.06
CH_E_T2_HS_HPSC0185B_B,16-Mar-23,99.94,99.87,0.05,4151.02,273.83,100,100,7,-115.67,0,101.19,100,100,100,0.26,0.1,57.377,2.47
,17-Mar-23,100,99.72,0.05,3984.8,354.32,96.23,100,6.44,-115.88,0,100,100,100,100,0.22,1.47,59.393,1.51
,18-Mar-23,99.93,99.93,0.11,8439.08,1580.05,97.73,100,7.55,-115.88,0,100,100,,100,0.31,0.02,67.3652,1.74
,19-Mar-23,99.96,100,0.09,6226.25,263.62,95.18,100,6.46,-116.04,0,100,100,100,100,0.11,3.02,63.5745,2.75
,20-Mar-23,99.77,99.77,0.02,4166.45,238.07,97.67,92.31,6.72,-115.99,0,103.51,100,100,98.84,0.33,1.22,55.8316,1.91
CH_E_T2_HS_HPSC0185C_C,16-Mar-23,99.84,99.88,0.08,12280.25,355.15,99.18,100,9.04,-115.19,0,98.5,100,100,100,0.33,0.33,89.0387,1.83
,17-Mar-23,99.79,99.95,0.03,7740.19,556.4,99.25,100,8.68,-115.97,0,100,100,100,99.2,0.19,0.5,106.1712,1.91
,18-Mar-23,99.73,99.74,0.14,8691.87,273.49,98.96,100,9.48,-115.39,0,100,100,,100,0.36,0.04,99.4255,3.23
,19-Mar-23,100,99.96,0,13368.59,588.35,100,100,9.32,-116.22,0,100,100,100,100,0.17,0.09,127.0065,4.64
,20-Mar-23,99.93,99.87,0.08,7908.48,332.79,99.49,100,9.26,-115.9,0,97.03,100,100,100,1.34,0.6,90.0072,4.62
CH_E_T2_HS_HPSC0187A_A,16-Mar-23,99.82,99.63,0.15,5591.01,170.39,98.11,96.88,6.02,-113.18,0,99.07,99.19,100,100,4.11,4.24,38.9756,1.04
,17-Mar-23,99.97,99.88,0.03,1728.3,189.23,98.63,75,5.74,-114.07,0,100,98.92,100,100,1.7,0.82,50.0186,1.41
,18-Mar-23,99.97,99.93,0.04,2585.36,173.43,98.82,100,5.93,-114.14,0,98.91,100,100,100,3.16,0.69,63.3385,1.17
,19-Mar-23,99.93,99.88,0.08,2071.86,271.31,97.83,100,5.94,-114.41,0,100,99.03,100,100,0.56,0.08,59.0636,1.11
,20-Mar-23,100,99.92,0.06,2082.35,306.53,99.67,100,6.18,-114.13,0,130.19,100,100,100,2.26,0.52,55.5004,1.38
CH_E_T2_HS_HPSC0187B_B,16-Mar-23,99.71,99.79,0.1,4671.31,334.29,94.08,100,8.5,-112.22,0,99.06,99.59,100,100,0.79,9.03,117.2442,2.16
,17-Mar-23,99.84,99.71,0.06,5899.86,400.24,96.46,100,8,-112.84,9.09,100.32,100,100,100,0.77,0.51,100.7193,2.57
,18-Mar-23,99.8,99.83,0.22,5368.76,251.07,88.61,100,8.49,-112.84,0,100,99.57,100,100,1.96,0.25,107.1038,1.98
,19-Mar-23,99.98,99.92,0.04,10367.18,466.09,72.73,100,9.71,-112.71,0,100,100,100,100,0.77,0.14,114.7132,2.83
,20-Mar-23,99.87,99.71,0.14,3999.28,286.21,96.45,100,8.07,-112.95,0,99.63,99.51,100,100,0.79,0.81,102.6344,3.14
CH_E_T2_HS_HPSC0187C_C,16-Mar-23,99.91,99.85,0.17,859.89,147.62,97.36,100,5.75,-114.47,0,98.35,100,100,99.02,1.05,5.28,74.3505,1.23
,17-Mar-23,98.82,99.82,0.15,4266.45,430.16,98.37,100,6.39,-114.67,0,98.73,98.94,100,100,2.32,6.11,56.7185,1.31
,18-Mar-23,100,99.66,0.06,2732.75,339.23,99.39,100,5.28,-114.39,0,100,100,100,100,5.39,1.58,42.4462,0.64
,19-Mar-23,100,99.7,0.02,2902.33,211.07,96.83,100,5.75,-114.7,0,97.71,100,100,100,2,2.46,52.8243,0.66
,20-Mar-23,99.92,99.83,0.07,2486.93,171.15,97.8,100,5.52,-114.58,0,111.11,100,100,95.71,1.56,6.52,45.0781,0.83
CH_E_T2_HS_HPSC0192A_A,16-Mar-23,99.94,99.79,0.11,2365.89,274.94,100,100,7.43,-113.7,0,98.48,100,100,100,0.22,0.53,104.0472,3.45
,17-Mar-23,99.87,99.59,0.4,3070.73,222.76,97.06,100,7.29,-113.83,0,79.18,100,100,100,0.31,0.38,98.5722,4.12
,18-Mar-23,99.94,99.98,0.12,3861.84,183.37,90.32,100,6.93,-114.21,0,99.19,100,100,99.47,0.4,1.14,98.7001,4.32
,19-Mar-23,100,99.76,0.12,3385.58,709.25,98.41,100,7.31,-113.86,0,99.53,100,,99.35,0.26,0.06,119.7312,4.96
,20-Mar-23,99.93,99.77,0.08,5361.97,465.85,100,100,7.43,-114.19,0,100,100,100,98.14,0.11,0.14,97.2133,5.97
CH_E_T2_HS_HPSC0192B_B,16-Mar-23,99.96,99.8,0.05,3814.57,218.02,98.74,100,5.5,-114.32,4.35,100,100,100,99.28,0.73,9.28,48.4169,1.6
,17-Mar-23,99.91,99.32,0.08,2799.89,184.96,97.5,100,5.52,-114.03,0,100,100,100,100,0.26,0.11,53.3135,1.12
,18-Mar-23,99.8,99.86,0.08,5993.61,532.61,99.57,100,6.51,-114.35,0,100,100,100,100,0.66,0.81,35.8642,1.47
,19-Mar-23,99.95,99.83,0.13,2810.03,276.36,96.48,100,6.75,-114.35,0,102.56,100,100,100,0.36,0.15,49.9103,0.89
,20-Mar-23,100,99.57,0.03,3022.03,291.42,98.84,100,5.38,-114.57,0,99.12,100,,100,0.37,0.2,31.6377,0.82
CH_E_T2_HS_HPSC0192C_C,16-Mar-23,100,99.85,0.04,2247.17,182.21,98.18,100,5.91,-114.41,7.14,100,100,100,100,1.12,8.79,50.7871,1.97
,17-Mar-23,99.94,99.77,0.03,3621.01,309.3,96.03,100,6.08,-114.17,0,100,100,100,100,0.23,0.21,58.3365,1.48
,18-Mar-23,100,99.88,0.04,2844.57,194.41,98.07,100,6.23,-114.86,0,100,99.15,100,100,0.3,1.79,65.2139,2.03
,19-Mar-23,99.91,99.95,0.2,3479.25,345.37,97.7,100,6.58,-114.61,0,98.74,100,100,100,0.16,5.96,65.6461,1.59
,20-Mar-23,99.94,99.85,0.18,3057.97,200.08,100,100,6.41,-115.09,0,99.13,100,100,100,0.26,2,69.2768,1.73
CH_E_T2_HS_HPSC0193A_A,16-Mar-23,99.98,99.8,0.1,8665.74,391.04,97.81,100,8.9,-113.72,0,100,99.51,100,100,0.31,0.05,69.5551,1.97
,17-Mar-23,99.8,99.88,0.05,14837.93,525.24,99.54,100,9.58,-114.69,0,94.79,100,100,100,0.41,0.07,74.7756,1.69
,18-Mar-23,99.93,99.81,0.16,13825.83,153.81,97.78,100,9.14,-114.19,0,91.91,100,100,100,0.07,0.17,70.7023,1.59
,19-Mar-23,99.97,99.87,0.03,17937.9,290.91,92.76,100,9.58,-115.15,0,100,100,100,100,0.3,0.21,73.7697,1.41
,20-Mar-23,99.96,99.86,0.04,14144.98,347.48,96.57,100,9.02,-114.7,0,97.84,100,100,100,0.59,0.52,80.3095,1.41
CH_E_T2_HS_HPSC0193B_B,16-Mar-23,100,99.9,0.03,5753.62,520.22,100,,7.7,-113.74,0,96,100,100,100,0.69,5.08,68.0622,3.16
,17-Mar-23,99.97,99.88,0.11,6153.47,329.99,100,100,6.98,-113.66,0,98.72,100,100,99.27,0.19,2.46,74.7348,2.67
,18-Mar-23,99.82,99.78,0.03,7603.81,588.23,100,100,7.37,-113.8,0,98.19,100,50,100,0.27,0.03,74.3515,2.78
,19-Mar-23,99.85,99.87,0.04,4979.13,343.7,100,100,7.05,-114.06,0,99.09,100,,97.3,0.37,10.84,80.3515,1.66
,20-Mar-23,99.94,99.85,0,6856.38,250.32,93.94,100,7.29,-113.96,0,96.21,100,,98.36,0.7,0.31,70.2944,2.75
CH_E_T2_HS_HPSC0193C_C,16-Mar-23,99.81,99.6,0.15,4970.65,387.93,98.94,100,6.79,-115.49,0,97.67,100,100,100,0.16,0.27,61.5226,2.69
,17-Mar-23,99.87,99.77,0.12,4803.99,287.66,95.65,100,6.78,-115.72,0,100,99.52,100,100,0.18,2.06,76.8733,2.47
,18-Mar-23,99.74,99.9,0.12,6046.38,398.72,98.77,100,7.07,-115.66,0,90.91,100,100,100,0.31,2.49,61.1825,2.35
,19-Mar-23,99.81,99.79,0.02,3591.39,445.37,96.58,100,7.11,-116.15,0,100,100,100,100,1.77,0.6,72.8539,1.33
,20-Mar-23,99.71,99.66,0.12,5914.48,380.39,99.07,100,6.91,-115.78,0,99.14,100,100,100,0.42,0.25,73.9595,1.91
CH_E_T2_HS_HPSC0197A_A,16-Mar-23,99.74,99.52,0.04,2916.46,221.79,97.14,100,7.18,-115.26,0,111.11,100,100,100,1.15,0.47,98.0123,2.18
,17-Mar-23,99.85,99.66,0.1,3308.33,277.52,94.19,100,7.22,-115.3,0,98.97,100,100,100,2.33,3.23,116.1492,2.28
,18-Mar-23,99.83,99.62,0.13,3926.57,244.38,93.68,100,6.64,-115.25,10,98.19,100,100,99.17,0.75,0.45,103.8383,3.03
,19-Mar-23,98.8,99.32,0.09,5195.19,404.55,93.13,100,7.47,-114.97,0,100,100,100,100,0.33,0.59,108.5617,1.74
,20-Mar-23,99.8,99.92,0.03,2518.6,291.2,97.44,100,7.55,-115.18,0,118.75,100,100,100,0.54,0.39,96.5577,2.12
CH_E_T2_HS_HPSC0197B_B,16-Mar-23,99.95,99.95,0.11,2474.8,222.77,100,100,6.47,-114.58,0,98.7,100,100,100,1.41,0.42,76.0669,1.71
,17-Mar-23,99.91,99.87,0.02,1875.47,627.37,97.7,100,6.73,-115.01,0,105.71,100,100,100,0.19,0.3,87.0243,2.6
,18-Mar-23,99.98,99.92,0.04,2954.56,414.8,100,100,6.32,-114.76,0,100,100,100,100,0.1,0.5,87.1164,1.9
,19-Mar-23,99.98,99.97,0,26618.4,823.14,,,8.81,-114.87,0,100,100,,100,0.01,0.02,116.1198,1.79
,20-Mar-23,100,99.94,0.01,4246.67,421.13,100,100,7.29,-114.99,0,99.5,100,,100,0.3,3.22,75.9765,1.58
CH_E_T2_HS_HPSC0197C_C,16-Mar-23,99.93,99.72,0.02,5185.29,378.22,99.39,100,8.38,-114.3,0,98.78,100,100,98.17,4.45,34.21,79.5378,1.11
,17-Mar-23,99.94,99.9,0.03,7927.74,326.53,99.48,100,8.16,-114.59,0,97.5,100,100,100,1.06,0.02,77.0631,1.11
,18-Mar-23,99.93,99.89,0.08,7822.07,605.01,97.7,100,7.91,-114.49,0,96.36,100,100,99.19,1.16,0.41,86.2301,0.94
,19-Mar-23,99.92,99.63,0.11,7252.46,370.76,92.05,100,8.38,-113.88,0,99.07,100,100,95.93,1.32,2.29,95.0999,0.85
,20-Mar-23,99.97,99.87,0.09,9635.16,1370.77,98.84,100,8.57,-114.77,0,97.71,98.25,100,100,1.18,0.05,83.1829,1.38
CH_E_T2_HS_HPSC0198A_A,16-Mar-23,99.89,99.91,0.05,4920.53,331.76,98.48,100,8.08,-114.57,0,97.59,100,100,99.44,0.27,0.13,115.89,5.19
,17-Mar-23,99.89,99.87,0.11,6107.18,279.59,96.48,100,8.13,-114.66,0,94.28,100,100,100,0.16,0.22,117.2552,4.81
,18-Mar-23,99.61,99.72,0.24,2761.08,149.02,98.41,100,7.56,-114.69,0,95.77,99.56,100,98.91,0.2,1.16,116.0074,9.38
,19-Mar-23,99.76,99.81,0.32,3588.7,152.23,98.55,100,8.01,-114.94,0,98.42,99.38,100,100,0.24,1.39,133.6236,7.01
,20-Mar-23,99.95,99.68,0.24,4006.59,182.09,75.56,100,7.52,-114.69,0,99.17,100,,100,0.01,0.05,112.6761,8.89
CH_E_T2_HS_HPSC0198B_B,16-Mar-23,100,99.96,0.02,2120.15,425.76,100,100,6.32,-115.36,0,100,100,100,98.65,0.2,0.26,54.7284,6.6
,17-Mar-23,100,99.9,0.05,3245.39,209.21,99,100,6.58,-115.32,0,97.53,100,100,97.8,0.42,1.48,55.9557,6.22
,18-Mar-23,99.86,99.87,0.05,4989.72,280.59,97.69,100,5.96,-115.39,0,104.31,100,100,100,0.41,1.85,64.8186,7.36
,19-Mar-23,99.95,99.38,0.15,3910.99,149.07,100,,6.41,-115.04,0,90.32,100,100,93.9,0.27,0.43,73.9423,5.84
,20-Mar-23,99.94,100,0.1,3391.11,215.48,98.88,100,6.44,-115.52,4,96.45,100,100,100,1.88,4.89,56.2572,4.69
CH_E_T2_HS_HPSC0198C_C,16-Mar-23,99.76,99.91,0.07,4010.24,115.54,99.25,100,6.1,-115.16,0,99.18,100,100,97.89,2.8,0.47,54.7929,4.47
,17-Mar-23,99.97,99.64,0.13,2312.44,195.73,100,100,5.79,-115.12,0,97.6,100,100,98.84,1.95,4.71,67.993,3.37
,18-Mar-23,99.93,99.83,0.21,2810.88,197.49,98.06,100,6.1,-115.34,0,93.75,100,100,92.71,0.55,1.97,67.0202,5.21
,19-Mar-23,99.96,99.9,0.08,2698.33,206,100,100,5.93,-114.82,0,83.33,100,100,89.42,0.61,0.74,69.2464,5.57
,20-Mar-23,99.88,100,0,1720.77,286.51,100,100,5.84,-115.44,0,98.72,100,100,100,1.89,1.57,60.9803,4.33
CH_E_T2_HS_HPSC0199A_A,16-Mar-23,99.98,99.92,0.05,6041.95,388.54,97.73,100,8.55,-114.03,0,96.44,100,90,100,0.21,0.15,100.3198,2.76
,17-Mar-23,100,99.97,0.03,6280.85,406.99,98.33,100,8.76,-114.5,4.76,94.02,100,100,98.9,0.63,0.41,98.6226,2.51
,18-Mar-23,99.94,99.84,0.05,8754.34,527.77,98.33,100,8.78,-114.44,0,100,100,100,97.09,0.36,0.05,96.2958,2.53
,19-Mar-23,100,99.97,0.03,8104.61,621.61,97.82,100,8.98,-114.45,0,95.8,100,100,100,0.48,0.2,113.0052,2.34
,20-Mar-23,99.97,99.94,0,8036.55,635.9,98.18,100,8.91,-114.55,0,100,100,100,100,0.92,0.53,91.1805,1.74
CH_E_T2_HS_HPSC0199B_B,16-Mar-23,100,99.95,0.05,2822.38,259.74,95.16,100,7.61,-113.65,0,95.29,100,75,100,3.46,3.14,119.2789,1.09
,17-Mar-23,99.82,99.86,0.03,2767.23,386.29,96.44,100,7.28,-113.87,0,93.52,100,100,100,1.79,1.01,111.2494,1.09
,18-Mar-23,98.45,99.03,0.39,3699.69,154.96,95.01,100,8.3,-113.41,25,95.26,100,85.71,100,2.19,0.36,120.9304,1.16
,19-Mar-23,99.98,99.87,0.03,3870.93,340.29,97.25,100,7.67,-114,0,62.73,100,100,99.24,1.05,0.36,134.5567,1.29
,20-Mar-23,99.91,99.83,0.1,8621.32,1088.08,91.89,100,7.87,-114.02,0,98.86,100,80,100,3.58,1.83,117.8258,1.05
CH_E_T2_HS_HPSC0199C_C,16-Mar-23,99.73,99.65,0.16,4189.35,78.43,96.26,100,8.01,-111.69,0,99.77,100,94.12,99.32,1.4,1.99,90.2495,2.05
,17-Mar-23,99.95,99.86,0.04,3027.55,647.04,97.71,100,8.15,-114.12,0,99.58,100,100,99.33,0.91,1.23,97.6158,1.85
,18-Mar-23,99.89,99.66,0.15,2811.8,449.3,95.85,100,8.66,-114.01,0,97.86,100,94.44,99.65,0.3,0.35,102.154,2.49
,19-Mar-23,99.87,99.5,0.08,3628.47,545.43,95.55,100,7.55,-114.51,0,97.57,100,100,99.63,0.6,0.82,105.8686,2.14
,20-Mar-23,99.75,99.7,0.1,2680.16,405.76,94.1,100,7.72,-114.27,0,94.71,100,100,100,0.51,0.59,88.0548,2.14
CH_E_T2_HS_HPSC0201A_A,16-Mar-23,99.94,99.92,0.04,3207.3,281.83,98.1,100,9.31,-114.18,0,97.47,100,100,100,0.52,1.77,159.395,4.53
,17-Mar-23,99.97,99.85,0.05,2770.31,346.77,100,100,9.33,-114.01,0,99.1,100,,100,0.04,0.11,171.0903,4.55
,18-Mar-23,99.95,99.84,0.06,2824.06,351.74,97.01,100,9.35,-114.22,0,92.9,100,,100,0.16,0.09,170.9462,4.28
,19-Mar-23,99.9,99.94,0.03,4741.3,488.24,97.65,100,9.39,-114.26,0,96.63,100,100,100,0.19,0.79,201.5688,5.16
,20-Mar-23,99.96,99.94,0.08,4892.07,412.78,100,100,9.28,-114.31,0,96.77,100,100,99.26,0.27,1.91,169.1521,3.62
CH_E_T2_HS_HPSC0201B_B,16-Mar-23,99.7,99.89,0.19,2296.5,326.25,92.55,100,7.14,-113.63,0,93.58,99.43,,98.83,0.6,0.37,95.3798,2.64
,17-Mar-23,99.75,99.84,0.12,2424.4,242.91,98.94,100,6.67,-114.07,3.85,92.44,100,100,97.55,2.66,1.7,90.3247,2.43
,18-Mar-23,99.96,99.87,0.07,2551.29,449.08,97.22,100,6.88,-113.86,11.11,91.35,100,100,99.42,0.38,0.52,101.5308,2.52
,19-Mar-23,99.79,99.8,0.16,3956.38,223.71,96.05,100,7.26,-114.48,0,92.78,100,100,100,1.25,1.37,114.9441,2.31
,20-Mar-23,99.66,99.78,0.14,4485.13,259.14,100,100,7.01,-114.16,0,84.55,100,100,95.74,1.83,1,81.7585,2.34
